value,time
237,0
274,1
295,2
322,3
277,4
279,5
273,6
267,7
240,8
225,9
0,10
267,11
247,12
265,13
311,14
353,15
397,16
438,17
387,18
368,19
368,20
391,21
416,22
423,23
473,24
446,25
441,26
455,27
508,28
434,29
400,30
338,31
347,32
365,33
337,34
343,35
370,36
391,37
357,38
315,39
282,40
315,41
295,42
304,43
320,44
318,45
320,46
338,47
349,48
259,50
304,50
363,51
245,52
235,53
280,54
301,55
346,56
353,57
398,58
394,59
383,60
368,61
325,62
320,63
409,64
399,65
336,66
394,67
333,68
271,69
283,70
280,71
272,72
298,73
237,74
285,75
276,76
281,77
347,78
236,79
318,80
402,81
446,82
343,83
282,84
308,85
327,86
320,87
353,88
339,89
368,90
367,91
240,92
290,93
263,94
202,95
155,96
150,97
208,98
245,100
234,100
225,101
278,102
346,103
393,104
368,105
384,106
353,107
349,108
352,109
314,110
304,111
304,112
313,113
330,114
322,115
326,116
324,117
309,118
325,119
290,120
312,121
301,122
320,123
311,124
304,125
309,126
294,127
283,128
281,129
290,130
306,131
286,132
275,133
272,134
272,135
267,136
272,137
283,138
276,139
303,140
306,141
304,142
333,143
304,144
326,145
329,146
304,147
296,148
289,149
305,150
292,151
304,152
272,153
288,154
286,155
307,156
289,157
316,158
304,159
251,160
304,161
325,162
327,163
276,164
244,165
287,166
278,167
289,168
255,169
227,170
272,171
250,172
238,173
261,174
251,175
242,176
208,177
221,178
208,179
238,180
224,181
220,182
261,183
269,184
251,185
255,186
277,187
272,188
258,189
256,190
261,191
259,192
235,193
210,194
219,195
192,196
222,197
225,198
227,200
256,200
287,201
296,202
279,203
340,204
333,205
332,206
350,207
398,208
416,209
375,210
343,211
330,212
336,213
336,214
272,215
270,216
263,217
261,218
256,219
294,220
288,221
320,222
341,223
353,224
345,225
368,226
349,227
353,228
379,229
443,230
481,231
459,232
436,233
432,234
406,235
422,236
432,237
426,238
446,239
443,240
439,241
459,242
465,243
464,244
471,245
465,246
451,247
474,248
460,249
452,250
457,251
464,252
458,253
453,254
446,255
411,256
224,257
212,258
199,259
199,260
202,261
209,262
208,263
206,264
206,265
199,266
182,267
179,268
185,269
182,270
167,271
167,272
166,273
144,274
156,275
146,276
144,277
144,278
156,279
155,280
180,281
171,282
159,283
183,284
154,285
186,286
181,287
157,288
151,289
149,290
151,291
157,292
158,293
157,294
172,295
176,296
185,297
170,298
199,299
206,300
208,301
216,302
234,303
247,304
255,305
250,306
270,307
272,308
289,309
285,310
271,311
270,312
265,313
253,314
249,315
270,316
272,317
262,318
273,319
286,320
284,321
249,322
256,323
240,324
257,325
239,326
213,327
209,328
204,329
204,330
173,331
174,332
162,333
180,334
174,335
176,336
173,337
174,338
166,339
181,340
179,341
182,342
204,343
201,344
187,345
172,346
177,347
181,348
163,349
144,350
167,351
157,352
154,353
159,354
167,355
160,356
157,357
158,358
173,359
161,360
160,361
176,362
162,363
174,364
178,365
181,366
165,367
180,368
182,369
193,370
179,371
178,372
182,373
161,374
190,375
199,376
250,377
240,378
250,379
330,380
278,381
336,382
292,383
389,384
323,385
272,386
230,387
231,388
221,389
230,390
291,391
286,392
253,393
263,394
301,395
240,396
240,397
258,398
0,399
263,400
234,401
255,402
283,403
303,404
267,405
249,406
246,407
241,408
234,409
197,410
247,411
240,412
226,413
240,414
217,415
254,416
237,417
240,418
240,419
233,420
219,421
238,422
240,423
228,424
210,425
224,426
187,427
222,428
301,429
275,430
230,431
208,432
206,433
217,434
230,435
198,436
187,437
204,438
225,439
256,440
195,441
192,442
233,443
265,444
244,445
235,446
205,447
187,448
176,449
189,450
217,451
210,452
218,453
187,454
166,455
166,456
195,457
258,458
243,459
176,460
166,461
181,462
187,463
195,464
215,465
228,466
225,467
251,468
211,469
144,470
120,471
146,472
135,473
125,474
135,475
126,476
145,477
186,478
270,479
292,480
242,481
225,482
242,483
250,484
242,485
224,486
203,487
208,488
194,489
176,490
170,491
151,492
111,493
155,494
179,495
173,496
143,497
139,498
0,500
175,500
198,501
179,502
181,503
208,504
118,505
197,506
237,507
240,508
202,509
160,510
144,511
191,512
225,513
217,514
225,515
245,516
247,517
208,518
128,519
293,520
58,521
48,522
186,523
426,524
310,525
290,526
368,527
213,528
276,529
303,530
601,531
81,532
231,533
238,534
177,535
262,536
256,537
161,538
192,539
249,540
337,541
289,542
270,543
335,544
251,545
321,546
299,547
245,548
462,549
415,550
381,551
321,552
240,553
304,554
272,555
256,556
203,557
161,558
166,559
144,560
156,561
332,562
336,563
301,564
272,565
278,566
272,567
289,568
260,569
270,570
242,571
225,572
235,573
197,574
228,575
222,576
221,577
209,578
222,579
242,580
248,581
268,582
277,583
253,584
245,585
209,586
209,587
194,588
210,589
192,590
172,591
191,592
170,593
177,594
159,595
175,596
224,597
202,598
0,600
194,600
203,601
247,602
235,603
192,604
197,605
179,606
186,607
240,608
250,609
236,610
265,611
375,612
371,613
359,614
381,615
380,616
400,617
276,618
239,619
273,620
244,621
252,622
267,623
276,624
276,625
284,626
281,627
299,628
276,629
214,630
199,631
208,632
230,633
226,634
0,635
205,636
286,637
202,638
239,639
214,640
231,641
222,642
319,643
291,644
223,645
208,646
178,647
239,648
282,649
369,650
361,651
347,652
333,653
282,654
245,655
203,656
189,657
199,658
117,659
88,660
240,661
326,662
423,663
390,664
386,665
386,666
356,667
336,668
358,669
351,670
342,671
274,672
279,673
354,674
247,675
295,676
252,677
231,678
209,679
221,680
300,681
350,682
383,683
337,684
339,685
344,686
336,687
247,688
339,689
336,690
272,691
331,692
301,693
251,694
240,695
251,696
215,697
257,698
235,699
252,700
282,701
299,702
268,703
272,704
254,705
183,706
226,707
217,708
192,709
190,710
163,711
176,712
164,713
94,714
92,715
59,716
51,717
30,718
47,719
61,720
80,721
83,722
97,723
98,724
108,725
117,726
80,727
80,728
80,729
67,730
57,731
51,732
64,733
49,734
55,735
82,736
113,737
157,738
135,739
146,740
208,741
227,742
208,743
237,744
162,745
191,746
213,747
166,748
114,749
223,750
233,751
259,752
293,753
302,754
321,755
270,756
272,757
303,758
258,759
201,760
163,761
217,762
329,763
383,764
396,765
298,766
450,767
432,768
251,769
165,770
282,771
303,772
214,773
183,774
92,775
181,776
299,777
435,778
400,779
427,780
529,781
400,782
427,783
365,784
384,785
352,786
311,787
378,788
391,789
430,790
416,791
372,792
350,793
370,794
259,795
222,796
176,797
157,798
194,800
160,800
145,801
160,802
171,803
182,804
173,805
192,806
172,807
164,808
151,809
165,810
129,811
133,812
144,813
146,814
146,815
144,816
167,817
131,818
190,819
169,820
173,821
176,822
187,823
192,824
178,825
186,826
171,827
158,828
174,829
171,830
150,831
166,832
144,833
140,834
134,835
120,836
141,837
159,838
147,839
151,840
182,841
209,842
183,843
178,844
204,845
170,846
176,847
154,848
160,849
144,850
117,851
