value,time
144,0
144,1
149,2
158,3
155,4
144,5
144,6
141,7
148,8
139,9
130,10
141,12
146,12
138,13
169,14
134,15
166,16
153,17
155,18
125,19
128,20
145,21
144,22
151,23
128,24
129,25
141,26
122,27
155,28
164,29
144,30
128,31
116,32
146,33
135,34
144,35
144,36
128,37
143,38
143,39
144,40
163,41
165,42
148,43
172,44
144,45
143,46
144,47
149,48
128,49
140,50
144,51
143,52
139,53
162,54
156,55
150,56
164,57
105,58
132,59
130,60
144,61
185,62
143,63
144,64
143,65
149,66
155,67
158,68
154,69
144,70
143,71
135,73
144,73
146,74
143,75
144,76
141,77
142,78
149,79
166,80
159,81
151,82
144,83
144,84
144,85
144,86
143,87
144,88
144,89
144,90
143,91
146,92
170,93
157,94
151,95
144,96
144,97
144,98
133,100
144,100
144,101
144,102
140,103
143,104
145,105
162,106
171,107
150,108
144,109
144,110
144,111
141,112
144,113
144,114
144,115
144,116
144,117
146,118
176,119
163,120
155,121
147,122
144,123
144,124
142,125
139,126
143,127
141,128
143,129
143,130
142,131
165,132
160,133
157,134
145,135
143,136
146,137
145,138
144,139
141,140
141,141
143,142
141,143
144,144
159,145
160,146
149,147
149,148
137,149
142,150
143,151
149,152
143,153
142,154
139,155
143,156
146,157
162,158
201,159
154,160
149,161
138,162
144,163
131,164
139,165
144,166
141,167
131,168
147,169
147,170
162,171
135,172
149,173
145,174
147,175
143,176
144,177
144,178
143,179
144,180
144,181
130,182
150,183
167,184
151,185
150,186
151,187
143,188
142,189
144,190
141,191
143,192
142,193
143,194
141,195
145,196
163,197
170,198
140,200
145,200
146,201
139,202
144,203
146,204
143,205
144,206
135,207
173,208
144,209
160,210
161,211
158,212
144,213
145,214
143,215
148,216
144,217
138,218
146,219
145,220
176,221
145,222
151,223
158,224
146,225
149,226
144,227
128,228
144,229
128,230
144,231
144,232
137,233
128,234
157,235
165,236
156,237
160,238
144,239
146,240
142,241
144,242
142,243
142,244
143,245
141,246
111,247
143,248
159,249
158,250
150,251
142,252
144,253
131,254
153,255
141,256
142,257
156,258
131,259
129,260
145,261
165,262
155,263
141,264
150,265
176,266
156,267
131,268
142,269
139,270
125,271
129,272
144,273
144,274
175,275
157,276
149,277
146,278
147,279
144,280
123,281
135,282
144,283
141,284
144,285
141,286
144,287
161,288
171,289
150,290
149,291
144,292
141,293
144,294
139,295
139,296
141,297
144,298
122,299
140,300
165,301
160,302
159,303
136,304
145,305
150,306
171,307
176,308
180,309
133,310
145,311
139,312
137,313
164,314
160,315
144,316
145,317
144,318
144,319
143,320
142,321
138,322
142,323
142,324
141,325
143,326
160,327
158,328
149,329
144,330
141,331
144,332
142,333
143,334
144,335
141,336
142,337
144,338
132,339
162,340
161,341
149,342
144,343
144,344
142,345
143,346
141,347
137,348
140,349
141,350
139,351
144,352
167,353
157,354
151,355
143,356
144,357
144,358
144,359
142,360
144,361
142,362
144,363
142,364
141,365
163,366
161,367
138,369
141,369
144,370
144,371
141,372
139,373
136,374
144,375
141,376
144,377
144,378
150,379
153,380
154,381
141,382
141,383
138,384
142,385
142,386
147,387
138,388
140,389
143,390
142,391
159,392
156,393
148,394
144,395
144,396
142,397
139,398
142,400
144,400
141,401
150,402
144,403
139,404
165,405
157,406
150,407
144,408
144,409
141,410
139,411
141,412
141,413
142,414
144,415
144,416
144,417
164,418
166,419
151,420
144,421
142,422
145,423
141,424
141,425
144,426
141,427
139,428
141,429
149,430
162,431
162,432
154,433
144,434
144,435
144,436
139,437
142,438
145,439
144,440
143,441
163,442
141,443
161,444
176,445
147,446
144,447
140,448
144,449
134,450
140,451
137,452
142,453
140,454
127,455
147,456
144,457
163,458
150,459
144,460
144,461
144,462
144,463
144,464
139,465
144,466
142,467
138,468
145,469
191,470
166,471
150,472
132,473
145,474
140,475
143,476
141,477
143,478
128,479
143,480
145,481
132,482
165,483
159,484
149,485
143,486
140,487
144,488
144,489
141,490
174,491
144,492
134,493
144,494
144,495
165,496
161,497
153,498
0,500
145,500
133,501
147,502
133,503
134,504
131,505
164,506
129,507
144,508
156,509
158,510
146,511
162,512
139,513
133,514
141,515
137,516
130,517
131,518
134,519
138,520
129,521
163,522
154,523
138,524
143,525
142,526
154,527
139,528
130,529
139,530
130,531
138,532
144,533
144,534
163,535
154,536
144,537
143,538
144,539
157,540
144,541
141,542
125,543
142,544
149,545
138,546
167,547
160,548
165,549
138,550
176,551
139,552
135,553
135,554
137,555
144,556
146,557
144,558
144,559
144,560
166,561
162,562
148,563
144,564
146,565
138,566
143,567
143,568
145,569
143,570
