value,time
466,113
467,114
458,115
466,116
473,117
466,118
464,119
464,120
460,121
465,122
469,123
468,124
464,125
464,126
465,127
463,128
464,129
464,131
478,131
469,132
473,133
466,134
463,135
471,136
467,137
464,138
461,139
465,140
470,141
466,142
470,143
466,144
463,145
467,146
468,147
461,148
466,149
475,150
468,151
464,152
462,153
473,154
464,155
466,156
474,157
461,158
475,159
470,160
469,161
471,162
470,163
464,164
467,165
461,166
468,167
465,168
465,169
479,170
479,171
483,172
482,173
477,174
484,175
478,176
482,177
480,178
473,179
489,180
487,181
478,182
498,183
496,184
496,185
497,186
496,187
490,188
499,189
493,190
495,191
508,192
489,193
483,194
498,195
506,196
503,197
493,198
502,199
510,200
511,201
528,202
505,203
511,204
523,205
528,206
511,207
511,208
528,209
529,210
530,211
539,212
530,213
541,214
539,215
546,216
539,217
538,218
541,219
546,220
549,221
557,222
558,223
560,224
556,225
560,226
551,227
545,228
534,229
539,231
529,231
538,232
539,233
554,234
553,235
533,236
554,237
545,238
550,239
529,240
531,241
545,242
533,243
539,244
538,245
544,246
537,247
528,248
529,249
541,250
538,251
543,252
528,253
530,254
531,255
555,256
539,257
544,258
537,259
553,260
557,261
546,262
547,263
558,264
545,265
545,266
0,267
547,268
542,269
541,270
542,271
539,273
553,273
541,274
533,275
549,276
549,277
539,278
530,279
544,280
0,281
529,282
532,283
533,284
529,285
549,286
539,287
539,288
544,289
539,290
529,291
538,292
538,293
558,294
542,295
541,296
545,297
531,298
542,299
541,300
539,301
529,302
541,303
543,304
542,305
533,306
543,307
525,308
527,309
529,310
528,311
545,312
529,313
534,314
527,315
554,316
547,317
560,318
601,319
598,320
583,321
577,322
563,323
575,324
569,325
566,326
551,327
549,328
551,329
555,331
547,331
550,332
558,333
554,334
547,335
554,336
541,337
530,338
539,339
547,340
549,341
548,342
542,343
537,344
550,345
538,346
532,347
549,348
545,349
539,350
551,351
552,352
548,353
547,354
534,355
542,356
544,357
546,358
551,359
550,360
555,361
542,362
550,363
543,364
546,365
536,366
526,367
547,368
543,369
550,370
550,371
539,372
539,373
545,374
533,375
529,376
541,377
541,378
542,379
545,380
541,381
543,382
535,383
532,384
537,385
535,386
534,387
530,388
528,389
534,390
531,391
535,392
530,393
527,394
533,395
539,396
526,397
528,398
528,399
523,400
535,401
524,402
528,403
532,404
534,405
532,406
529,407
531,408
529,409
528,410
511,411
530,412
539,413
531,414
522,415
527,416
528,417
524,418
526,419
534,420
530,421
534,422
530,423
534,424
532,425
528,426
524,427
528,428
528,429
0,430
528,431
528,432
528,433
529,434
528,435
527,436
530,437
531,438
534,439
505,440
526,441
525,442
535,443
523,444
528,445
526,446
529,447
528,448
525,449
525,450
511,451
523,452
511,453
509,454
526,455
526,456
511,457
511,458
510,459
522,460
528,461
525,462
522,463
527,464
525,465
526,466
508,467
511,468
511,469
506,470
526,471
501,472
504,473
510,474
496,475
509,476
525,477
526,478
507,479
503,480
497,481
496,482
502,483
496,484
500,485
497,486
505,487
511,488
511,489
511,490
511,491
507,492
525,493
511,494
503,495
511,496
502,497
523,498
510,499
502,500
506,501
511,502
504,503
525,504
522,505
502,506
522,507
511,508
511,509
511,510
508,511
508,512
509,513
511,514
509,515
506,516
496,517
528,518
511,519
528,520
511,521
505,522
511,523
511,524
530,525
510,526
511,527
528,528
528,529
511,530
511,531
506,532
511,533
508,534
509,535
528,536
534,537
523,538
528,539
523,540
522,541
511,542
511,543
528,544
528,545
525,546
533,547
499,548
503,549
511,550
511,551
525,552
499,553
511,554
511,555
503,556
527,557
511,558
507,559
527,560
528,561
529,562
524,563
533,564
531,565
525,566
526,567
527,568
554,569
541,570
534,571
511,572
533,573
544,574
526,575
534,576
546,577
528,578
538,579
525,580
525,581
527,582
509,583
511,584
525,585
503,586
509,587
496,588
494,589
497,590
503,591
487,592
496,593
491,594
482,595
496,596
486,597
495,598
494,599
496,600
488,601
492,602
493,603
487,604
490,605
493,606
483,607
485,608
482,609
473,610
491,611
482,612
469,613
481,614
468,615
482,616
491,617
468,618
477,619
480,620
471,621
477,622
482,623
479,624
481,625
490,626
471,627
482,628
475,629
0,630
474,631
479,632
481,633
475,634
481,635
471,636
487,637
489,638
467,639
480,640
471,641
477,642
485,643
476,644
475,645
481,646
481,647
482,648
477,649
484,650
464,651
473,652
478,653
471,654
471,655
482,656
467,657
464,658
471,659
483,660
479,661
471,662
483,663
479,664
471,665
473,666
474,667
464,668
479,669
483,670
471,671
475,672
469,673
466,674
467,675
469,676
480,677
465,678
470,679
464,680
473,681
464,682
485,683
471,684
474,685
477,686
473,687
475,688
475,689
458,690
464,691
476,692
467,693
471,694
467,695
462,696
466,697
464,698
470,699
470,700
466,701
470,702
463,703
464,704
473,705
475,706
466,707
464,708
464,709
469,710
465,711
464,712
473,713
464,714
469,715
471,716
474,717
464,718
462,719
468,720
465,721
466,722
471,723
463,724
471,725
477,726
479,727
464,728
464,729
466,731
461,731
464,732
465,733
473,734
465,735
470,736
464,737
466,738
467,739
478,740
462,741
464,742
491,743
466,744
463,745
466,746
467,747
455,748
467,749
463,750
470,751
475,752
447,753
475,754
458,755
464,756
449,757
449,758
474,759
459,760
471,761
466,762
449,763
471,764
457,765
463,766
471,767
471,768
465,769
454,770
464,771
464,772
464,773
465,774
457,775
469,776
463,777
458,778
463,779
461,780
473,781
457,782
461,783
464,784
459,785
460,786
458,787
454,788
457,789
450,790
448,791
447,792
459,793
446,794
453,795
454,796
447,797
448,798
450,799
432,800
448,801
448,802
442,803
446,804
436,805
442,806
449,807
439,808
449,809
444,810
447,811
439,812
455,813
443,814
441,815
449,816
445,817
447,818
448,819
447,820
450,821
449,822
429,823
451,824
443,825
449,826
454,827
450,828
447,829
0,830
454,831
447,832
447,833
448,834
447,835
448,836
441,837
440,838
440,839
458,840
454,841
443,842
446,843
447,844
448,845
441,846
447,847
445,848
454,849
448,850
454,851
439,852
451,853
454,854
439,855
455,856
446,857
463,858
449,859
446,860
434,861
448,862
459,863
446,864
448,865
448,866
452,867
446,868
445,869
451,870
450,871
423,872
459,873
448,874
448,875
442,876
451,877
438,878
450,879
443,880
442,882
448,882
445,883
434,884
436,885
444,886
439,887
432,888
446,889
436,890
442,891
438,892
453,893
440,894
446,895
449,896
445,897
448,898
448,899
446,900
443,901
448,902
445,903
439,904
431,905
448,906
443,907
447,908
439,909
437,910
434,911
443,912
445,913
443,914
444,915
438,916
448,917
449,918
445,919
437,920
435,921
445,922
443,923
448,924
448,925
446,926
433,927
443,928
446,929
432,931
445,931
442,932
433,933
436,934
445,935
439,936
448,937
438,938
449,939
432,940
429,941
437,942
438,943
433,944
449,945
455,946
448,947
458,948
447,949
451,950
448,951
448,952
453,953
444,954
464,955
453,956
466,957
453,958
473,959
468,960
476,961
490,962
467,963
480,964
480,965
487,966
494,967
496,968
506,969
510,970
498,971
490,972
504,973
499,974
510,975
501,976
494,977
510,978
496,979
500,980
496,981
509,982
501,983
496,984
495,985
498,986
506,987
499,988
507,989
511,990
511,991
507,992
510,993
507,994
509,995
523,996
523,997
528,998
535,999
565,1000
590,1001
606,1002
623,1003
624,1004
630,1005
651,1006
631,1007
624,1008
640,1009
634,1010
635,1011
626,1012
636,1013
675,1014
689,1015
690,1016
682,1017
668,1018
663,1019
660,1020
670,1021
662,1022
666,1023
671,1024
669,1025
666,1026
658,1027
659,1028
669,1029
657,1031
688,1031
677,1032
680,1033
665,1034
656,1035
669,1036
669,1037
677,1038
674,1039
670,1040
671,1041
681,1042
674,1043
663,1044
666,1045
667,1046
656,1047
673,1048
665,1049
656,1050
674,1051
661,1052
688,1053
671,1054
682,1055
665,1056
670,1057
690,1058
666,1059
683,1060
677,1061
687,1062
677,1063
671,1064
670,1065
671,1066
673,1067
663,1068
664,1069
671,1070
670,1071
656,1072
679,1073
665,1074
673,1075
670,1076
667,1077
663,1078
660,1079
677,1080
667,1081
677,1082
661,1083
667,1084
664,1085
656,1086
654,1087
667,1088
667,1089
649,1090
654,1091
656,1092
663,1093
662,1094
657,1095
659,1096
656,1097
657,1098
661,1099
649,1100
663,1101
660,1102
652,1103
653,1104
656,1105
661,1106
661,1107
670,1108
662,1109
663,1110
665,1111
663,1112
672,1113
673,1114
678,1115
684,1116
675,1117
679,1118
673,1119
677,1120
679,1121
676,1122
680,1123
691,1124
678,1125
683,1126
677,1127
678,1128
679,1129
688,1131
688,1131
683,1132
688,1133
683,1134
688,1135
673,1136
683,1137
675,1138
679,1139
695,1140
691,1141
704,1142
711,1143
702,1144
693,1145
685,1146
656,1147
666,1148
646,1149
650,1150
647,1151
656,1152
642,1153
644,1154
651,1155
656,1156
656,1157
659,1158
657,1159
673,1160
679,1161
677,1162
677,1163
673,1164
675,1165
677,1166
673,1167
687,1168
679,1169
681,1170
672,1171
663,1172
650,1173
657,1174
655,1175
653,1176
658,1177
656,1178
656,1179
669,1180
0,1181
659,1182
662,1183
662,1184
656,1185
666,1186
675,1187
670,1188
666,1189
663,1190
670,1191
662,1192
671,1193
675,1194
662,1195
679,1196
671,1197
671,1198
670,1199
672,1200
674,1201
665,1202
657,1203
671,1204
666,1205
661,1206
657,1207
673,1208
674,1209
685,1210
658,1211
688,1212
686,1213
688,1214
674,1215
688,1216
679,1217
683,1218
689,1219
690,1220
675,1221
688,1222
683,1223
680,1224
677,1225
670,1226
663,1227
667,1228
662,1229
0,1230
656,1231
657,1232
656,1233
662,1234
659,1235
668,1236
659,1237
651,1238
655,1239
670,1240
666,1241
661,1242
658,1243
657,1244
655,1245
654,1246
659,1247
656,1248
654,1249
656,1250
656,1251
659,1252
658,1253
666,1254
662,1255
655,1256
641,1257
618,1258
611,1259
611,1260
625,1261
624,1262
638,1263
657,1264
674,1265
688,1266
718,1267
738,1268
736,1269
743,1270
748,1271
816,1272
703,1273
676,1274
682,1275
685,1276
678,1277
622,1278
607,1279
686,1280
656,1281
662,1282
658,1283
673,1284
657,1285
657,1286
682,1287
717,1288
737,1289
717,1290
755,1291
778,1292
771,1293
752,1294
750,1295
752,1296
747,1297
736,1298
688,1299
666,1300
660,1301
653,1302
674,1303
688,1304
683,1305
687,1306
675,1307
690,1308
702,1309
739,1310
759,1311
764,1312
810,1313
752,1314
700,1315
697,1316
717,1317
740,1318
720,1319
776,1320
783,1321
734,1322
715,1323
693,1324
695,1325
688,1326
699,1327
709,1328
714,1329
703,1331
699,1331
703,1332
693,1333
697,1334
683,1335
678,1336
686,1337
679,1338
677,1339
657,1340
666,1341
656,1342
645,1343
625,1344
637,1345
621,1346
611,1347
623,1348
622,1349
629,1350
631,1351
629,1352
631,1353
638,1354
634,1355
639,1356
650,1357
641,1358
656,1359
646,1360
656,1361
658,1362
661,1363
663,1364
663,1365
653,1366
657,1367
659,1368
657,1369
667,1370
665,1371
651,1372
659,1373
665,1374
659,1375
659,1376
669,1377
661,1378
659,1379
669,1380
655,1381
661,1382
666,1383
673,1384
658,1385
669,1386
649,1387
661,1388
662,1389
657,1390
657,1391
669,1392
663,1393
655,1394
665,1395
661,1396
656,1397
667,1398
656,1399
661,1400
662,1401
671,1402
658,1403
659,1404
660,1405
661,1406
656,1407
651,1408
659,1409
658,1410
657,1411
656,1412
655,1413
661,1414
658,1415
660,1416
670,1417
656,1418
653,1419
657,1420
656,1421
652,1422
659,1423
657,1424
671,1425
651,1426
645,1427
653,1428
651,1429
0,1430
647,1431
652,1432
655,1433
651,1434
655,1435
650,1436
653,1437
640,1438
644,1439
663,1440
656,1441
657,1442
648,1443
647,1444
650,1445
646,1446
667,1447
656,1448
656,1449
658,1450
655,1451
655,1452
655,1453
656,1454
663,1455
656,1456
656,1457
644,1458
653,1459
656,1460
654,1461
651,1462
667,1463
656,1464
657,1465
645,1466
645,1467
651,1468
650,1469
650,1470
651,1471
653,1472
648,1473
656,1474
645,1475
654,1476
653,1477
654,1478
654,1479
654,1480
649,1481
658,1482
639,1483
649,1484
656,1485
651,1486
646,1487
656,1488
653,1489
655,1490
652,1491
656,1492
646,1493
656,1494
651,1495
651,1496
638,1497
634,1498
641,1499
