value,time
84,0
118,1
112,2
299,3
320,4
271,5
234,6
84,7
122,8
307,9
239,10
208,11
195,12
145,13
163,14
226,15
161,16
128,17
143,18
112,19
129,20
204,21
229,22
226,23
240,24
166,25
242,26
223,27
206,28
320,29
368,30
341,31
272,32
279,33
151,34
139,35
205,36
167,37
103,38
131,39
198,40
304,41
271,42
191,43
213,44
221,45
196,46
139,47
160,48
138,49
48,52
64,52
49,53
80,54
92,55
244,56
170,57
173,58
107,59
67,60
35,61
83,62
53,63
22,64
22,65
117,66
103,67
86,68
45,69
128,70
97,71
141,72
161,73
158,74
241,75
172,76
225,77
186,78
150,79
206,80
182,81
122,82
48,83
5,84
158,85
243,86
249,87
234,88
222,89
250,90
250,91
270,92
211,93
291,94
304,95
238,96
240,97
185,98
176,100
147,100
181,101
152,102
173,103
135,104
171,105
215,106
206,107
184,108
204,109
186,110
123,111
83,112
34,113
28,114
59,115
75,116
119,117
198,118
222,119
225,120
206,121
179,122
189,123
176,124
156,125
125,126
99,127
71,128
49,129
46,130
77,131
112,132
113,133
85,134
70,135
103,136
110,137
162,138
139,139
147,140
151,141
183,142
206,143
207,144
175,145
145,146
194,147
193,148
180,149
182,150
189,151
164,152
150,153
193,154
176,155
228,156
207,157
208,158
213,159
190,160
161,161
157,162
147,163
122,164
130,165
144,166
171,167
176,168
162,169
198,170
212,171
199,172
171,173
166,174
161,175
163,176
158,177
147,178
175,179
144,180
143,181
134,182
230,183
153,184
144,185
144,186
134,187
135,188
128,189
156,190
137,191
133,192
130,193
128,194
131,195
132,196
147,197
144,198
130,200
133,200
128,201
147,202
128,203
129,204
147,205
125,206
144,207
122,208
128,209
144,210
142,211
131,212
128,213
103,214
118,215
128,216
123,217
128,218
122,219
126,220
125,221
130,222
145,223
144,224
133,225
128,226
129,227
129,228
157,229
130,230
129,231
132,232
134,233
129,234
133,235
149,236
127,237
110,238
105,239
103,240
103,241
107,242
96,243
91,244
86,245
110,246
63,247
0,248
41,249
51,250
119,251
115,252
69,253
128,254
132,255
168,256
88,257
270,258
208,259
1,260
19,261
287,262
128,263
0,264
91,265
159,266
111,267
254,268
50,269
130,270
187,271
88,272
105,273
114,274
0,275
176,276
507,277
363,278
522,279
354,280
299,281
511,282
371,283
335,284
304,285
349,286
256,287
350,288
471,289
410,290
399,291
347,292
256,293
96,294
89,295
103,296
208,297
304,298
153,299
166,300
71,301
131,302
9,303
0,304
94,305
19,306
141,307
172,308
141,309
63,310
21,311
166,312
220,313
186,314
114,315
0,316
80,317
201,318
68,319
0,320
0,321
0,322
0,323
0,324
0,325
0,326
0,327
0,328
0,329
0,330
15,331
0,332
39,333
68,334
0,335
0,336
0,337
0,338
0,339
0,340
4,341
0,342
0,343
0,344
0,345
0,346
0,347
0,348
0,349
0,351
0,351
0,352
0,353
0,354
0,355
0,356
0,357
0,358
0,359
0,360
0,361
0,362
0,363
0,364
0,365
0,366
0,367
0,368
0,369
0,370
0,371
0,372
0,373
0,374
0,375
0,376
13,377
0,378
0,379
0,380
0,381
0,382
0,383
0,384
0,385
0,386
0,387
0,388
0,389
0,390
0,391
0,392
0,393
29,394
0,395
0,396
0,397
0,398
0,400
0,400
0,401
0,402
0,403
0,404
0,405
0,406
0,407
0,408
0,409
0,410
0,411
0,412
0,413
0,414
0,415
0,416
9,417
0,418
0,419
0,420
0,421
0,422
0,423
0,424
0,425
0,426
0,427
0,428
0,429
0,430
0,431
0,432
0,433
0,434
0,435
0,436
0,437
0,438
0,439
0,440
0,441
0,442
0,443
0,444
0,445
0,446
0,447
0,448
0,449
0,450
0,451
0,452
0,453
0,454
0,455
0,456
0,457
0,458
0,459
0,460
