value,time
79,40
80,41
80,42
79,43
71,44
71,45
93,46
86,47
81,48
80,49
80,50
83,51
83,52
82,53
82,54
81,55
90,56
78,57
94,58
90,59
85,60
81,61
80,62
80,63
80,64
80,65
81,66
80,67
91,68
78,69
96,70
91,71
90,72
87,73
85,74
87,75
85,76
82,77
80,78
80,79
58,80
79,81
94,82
86,83
85,84
81,85
81,86
80,87
80,88
80,89
83,90
85,91
93,92
80,93
98,94
93,95
86,96
83,97
83,98
81,99
80,100
80,101
80,102
80,103
86,104
79,105
96,106
89,107
83,108
85,109
81,110
83,111
85,112
84,113
82,114
83,115
90,116
78,117
97,118
90,119
84,120
82,121
81,122
80,123
80,124
83,125
80,126
82,127
90,128
78,129
93,130
91,131
89,132
86,133
82,134
86,135
83,136
83,137
81,138
81,139
73,140
77,141
97,142
86,143
85,144
83,145
82,146
81,147
81,148
84,149
81,150
81,151
92,152
80,153
101,154
93,155
89,156
86,157
85,158
81,159
80,160
81,161
80,162
80,163
95,164
80,165
94,166
91,167
86,168
86,169
82,170
81,171
83,172
84,173
86,174
82,175
92,176
80,177
97,178
87,179
85,180
82,181
80,182
80,183
80,184
80,185
81,186
80,187
87,188
78,189
93,190
93,191
87,192
83,193
88,194
85,195
84,196
82,197
82,198
81,199
57,200
77,201
99,202
87,203
83,204
82,205
81,206
80,207
82,208
83,209
82,210
82,211
94,212
80,213
100,214
96,215
86,216
83,217
82,218
85,219
82,220
80,221
80,222
82,223
90,224
79,225
96,226
87,227
85,228
83,229
83,230
83,231
84,232
85,233
84,234
87,235
93,236
80,237
98,238
90,239
85,240
82,241
82,242
81,243
80,244
82,245
79,246
81,247
91,248
80,249
98,250
93,251
88,252
83,253
86,254
85,255
81,256
80,257
81,258
80,259
61,260
76,261
95,262
87,263
83,264
83,265
81,266
81,267
80,268
80,269
81,270
85,271
92,272
81,273
100,274
91,275
87,276
85,277
84,278
80,279
81,280
80,281
79,282
80,283
90,284
63,285
95,286
90,287
85,288
85,289
83,290
84,291
81,292
80,293
80,294
87,295
94,296
80,297
100,298
94,299
85,300
85,301
80,302
81,303
84,304
83,305
80,306
80,307
91,308
77,309
99,310
95,311
86,312
85,313
90,314
85,315
83,316
86,317
82,318
81,319
92,320
74,321
95,322
90,323
85,324
81,325
80,326
81,327
84,328
81,329
82,330
83,331
93,332
79,333
100,334
91,335
87,336
85,337
82,338
84,339
80,340
82,341
80,342
80,343
90,344
78,345
94,346
88,347
84,348
80,349
81,350
84,351
84,352
85,353
87,354
85,355
95,356
80,357
97,358
90,359
82,360
85,361
80,362
80,363
80,364
80,365
81,366
80,367
90,368
80,369
95,370
94,371
91,372
87,373
83,374
83,375
81,376
81,377
81,378
81,379
57,380
74,381
95,382
90,383
81,384
83,385
82,386
81,387
82,388
83,389
85,390
83,391
93,392
80,393
100,394
93,395
85,396
83,397
84,398
82,399
82,400
80,401
80,402
80,403
89,404
78,405
97,406
87,407
87,408
82,409
84,410
84,411
83,412
83,413
83,414
87,415
92,416
80,417
95,418
89,419
82,420
81,421
82,422
80,423
82,424
81,425
81,426
80,427
92,428
80,429
97,430
92,431
91,432
86,433
90,434
84,435
85,436
80,437
83,438
82,439
70,440
78,441
98,442
89,443
82,444
81,445
81,446
81,447
82,448
81,449
82,450
80,451
94,452
80,453
101,454
92,455
89,456
82,457
82,458
82,459
81,460
80,461
80,462
80,463
86,464
79,465
95,466
91,467
85,468
84,469
85,470
84,471
84,472
84,473
82,474
85,475
92,476
77,477
94,478
89,479
83,480
83,481
81,482
80,483
80,484
80,485
80,486
80,487
90,488
78,489
98,490
91,491
87,492
89,493
81,494
80,495
82,496
82,497
80,498
65,499
89,500
64,501
96,502
86,503
83,504
80,505
80,506
80,507
80,508
81,509
81,510
81,511
95,512
80,513
98,514
89,515
83,516
86,517
82,518
80,519
80,520
80,521
81,522
80,523
90,524
78,525
94,526
85,527
86,528
82,529
85,530
83,531
80,532
81,533
83,534
82,535
95,536
80,537
98,538
87,539
85,540
83,541
82,542
81,543
82,544
81,545
81,546
80,547
90,548
77,549
98,550
91,551
89,552
89,553
85,554
84,555
81,556
83,557
80,558
84,559
60,560
78,561
95,562
87,563
83,564
81,565
82,566
81,567
80,568
80,569
82,570
83,571
95,572
80,573
101,574
94,575
87,576
85,577
82,578
81,579
80,580
80,581
80,582
80,583
87,584
64,585
96,586
90,587
85,588
85,589
82,590
83,591
84,592
84,593
86,594
83,595
94,596
78,597
98,598
90,599
82,600
81,601
80,602
81,603
83,604
80,605
81,606
82,607
93,608
80,609
97,610
95,611
88,612
87,613
85,614
84,615
80,616
81,617
83,618
82,619
75,620
78,621
95,622
92,623
85,624
81,625
82,626
81,627
81,628
80,629
84,630
83,631
93,632
81,633
100,634
94,635
87,636
85,637
84,638
80,639
80,640
80,641
79,642
80,643
91,644
79,645
94,646
90,647
84,648
80,649
83,650
81,651
84,652
83,653
84,654
83,655
93,656
77,657
97,658
91,659
83,660
82,661
81,662
80,663
80,664
80,665
80,666
81,667
89,668
76,669
97,670
91,671
89,672
85,673
86,674
85,675
83,676
81,677
81,678
80,679
59,680
78,681
95,682
86,683
85,684
81,685
81,686
80,687
81,688
81,689
82,690
82,691
96,692
80,693
98,694
93,695
85,696
84,697
81,698
80,699
80,700
80,701
79,702
80,703
71,704
96,705
97,706
90,707
83,708
86,709
85,710
84,711
83,712
85,713
84,714
81,715
93,716
80,717
98,718
89,719
86,720
83,721
81,722
80,723
80,724
80,725
82,726
80,727
94,728
78,729
94,730
94,731
87,732
86,733
83,734
81,735
80,736
82,737
80,738
81,739
71,740
77,741
94,742
91,743
83,744
82,745
82,746
80,747
80,748
82,749
82,750
81,751
93,752
80,753
101,754
92,755
89,756
83,757
84,758
82,759
82,760
83,761
80,762
80,763
90,764
80,765
96,766
87,767
83,768
84,769
84,770
81,771
86,772
87,773
85,774
85,775
93,776
78,777
97,778
88,779
82,780
82,781
80,782
80,783
80,784
82,785
81,786
81,787
90,788
79,789
98,790
93,791
88,792
87,793
86,794
84,795
84,796
81,797
80,798
81,799
61,800
78,801
93,802
86,803
83,804
82,805
85,806
82,807
80,808
80,809
82,810
81,811
93,812
80,813
99,814
93,815
87,816
85,817
81,818
80,819
80,820
80,821
80,822
80,823
91,824
79,825
96,826
87,827
82,828
83,829
81,830
86,831
83,832
86,833
83,834
84,835
94,836
80,837
98,838
89,839
85,840
82,841
80,842
80,843
81,844
80,845
80,846
82,847
92,848
80,849
98,850
94,851
90,852
90,853
86,854
89,855
85,856
81,857
81,858
83,859
60,860
79,861
96,862
88,863
87,864
83,865
80,866
81,867
81,868
82,869
83,870
85,871
92,872
80,873
103,874
91,875
87,876
85,877
81,878
80,879
81,880
80,881
80,882
82,883
91,884
62,885
97,886
88,887
84,888
83,889
83,890
83,891
83,892
87,893
85,894
85,895
94,896
79,897
98,898
89,899
85,900
84,901
80,902
81,903
80,904
80,905
80,906
81,907
88,908
80,909
99,910
94,911
89,912
90,913
87,914
83,915
83,916
83,917
83,918
80,919
89,920
59,921
94,922
89,923
81,924
83,925
80,926
83,927
81,928
81,929
84,930
83,931
95,932
65,933
101,934
95,935
86,936
86,937
86,938
80,939
81,940
81,941
81,942
81,943
86,944
77,945
98,946
87,947
87,948
85,949
83,950
83,951
83,952
85,953
85,954
85,955
93,956
80,957
97,958
90,959
85,960
82,961
81,962
82,963
81,964
81,965
80,966
81,967
94,968
80,969
100,970
92,971
84,972
87,973
84,974
83,975
81,976
83,977
83,978
82,979
57,980
78,981
94,982
87,983
85,984
83,985
81,986
81,987
82,988
80,989
82,990
82,991
97,992
79,993
102,994
91,995
87,996
86,997
83,998
81,999
81,1000
80,1001
80,1002
81,1003
90,1004
79,1005
98,1006
91,1007
86,1008
85,1009
83,1010
81,1011
85,1012
85,1013
83,1014
82,1015
90,1016
80,1017
96,1018
87,1019
85,1020
84,1021
81,1022
80,1023
80,1024
80,1025
82,1026
80,1027
92,1028
80,1029
97,1030
93,1031
87,1032
91,1033
90,1034
83,1035
83,1036
81,1037
80,1038
81,1039
57,1040
78,1041
94,1042
87,1043
85,1044
85,1045
80,1046
80,1047
82,1048
84,1049
84,1050
85,1051
94,1052
81,1053
100,1054
91,1055
87,1056
86,1057
85,1058
80,1059
80,1060
81,1061
80,1062
80,1063
91,1064
80,1065
97,1066
91,1067
86,1068
83,1069
85,1070
83,1071
82,1072
86,1073
83,1074
82,1075
94,1076
78,1077
98,1078
89,1079
87,1080
82,1081
83,1082
80,1083
80,1084
81,1085
80,1086
80,1087
89,1088
78,1089
99,1090
92,1091
89,1092
86,1093
85,1094
86,1095
83,1096
82,1097
80,1098
82,1099
59,1100
79,1101
96,1102
90,1103
85,1104
82,1105
81,1106
80,1107
81,1108
80,1109
82,1110
82,1111
92,1112
80,1113
99,1114
93,1115
87,1116
83,1117
82,1118
81,1119
82,1120
80,1121
82,1122
83,1123
91,1124
79,1125
98,1126
90,1127
83,1128
83,1129
85,1130
84,1131
82,1132
87,1133
86,1134
84,1135
91,1136
80,1137
99,1138
90,1139
85,1140
81,1141
81,1142
82,1143
80,1144
81,1145
81,1146
80,1147
92,1148
80,1149
99,1150
91,1151
91,1152
87,1153
85,1154
82,1155
84,1156
80,1157
81,1158
80,1159
57,1160
77,1161
96,1162
89,1163
86,1164
83,1165
80,1166
81,1167
81,1168
85,1169
82,1170
82,1171
94,1172
81,1173
101,1174
94,1175
90,1176
83,1177
83,1178
82,1179
80,1180
80,1181
80,1182
80,1183
87,1184
79,1185
95,1186
90,1187
85,1188
85,1189
84,1190
85,1191
86,1192
85,1193
88,1194
81,1195
94,1196
80,1197
99,1198
87,1199
86,1200
83,1201
82,1202
80,1203
80,1204
81,1205
81,1206
80,1207
93,1208
80,1209
98,1210
94,1211
88,1212
88,1213
89,1214
86,1215
82,1216
81,1217
80,1218
81,1219
77,1220
75,1221
97,1222
88,1223
85,1224
82,1225
80,1226
80,1227
82,1228
83,1229
81,1230
86,1231
94,1232
80,1233
98,1234
94,1235
86,1236
82,1237
83,1238
82,1239
80,1240
81,1241
80,1242
80,1243
90,1244
77,1245
98,1246
91,1247
86,1248
83,1249
86,1250
86,1251
84,1252
86,1253
86,1254
85,1255
96,1256
80,1257
100,1258
90,1259
85,1260
82,1261
80,1262
81,1263
82,1264
80,1265
80,1266
82,1267
93,1268
80,1269
99,1270
95,1271
91,1272
91,1273
84,1274
83,1275
82,1276
85,1277
82,1278
81,1279
59,1280
80,1281
97,1282
93,1283
86,1284
81,1285
82,1286
83,1287
83,1288
83,1289
82,1290
87,1291
94,1292
82,1293
102,1294
91,1295
87,1296
86,1297
81,1298
82,1299
80,1300
81,1301
81,1302
82,1303
90,1304
78,1305
97,1306
91,1307
87,1308
85,1309
86,1310
87,1311
85,1312
94,1313
85,1314
83,1315
90,1316
76,1317
99,1318
83,1319
86,1320
82,1321
81,1322
81,1323
80,1324
80,1325
83,1326
80,1327
94,1328
80,1329
101,1330
94,1331
91,1332
87,1333
87,1334
89,1335
80,1336
85,1337
82,1338
83,1339
61,1340
79,1341
96,1342
89,1343
87,1344
82,1345
86,1346
83,1347
82,1348
86,1349
86,1350
83,1351
94,1352
81,1353
103,1354
94,1355
87,1356
87,1357
82,1358
81,1359
80,1360
80,1361
81,1362
80,1363
90,1364
75,1365
101,1366
91,1367
89,1368
86,1369
86,1370
82,1371
91,1372
87,1373
90,1374
89,1375
91,1376
77,1377
101,1378
93,1379
86,1380
86,1381
88,1382
83,1383
81,1384
81,1385
83,1386
81,1387
90,1388
65,1389
99,1390
95,1391
85,1392
91,1393
90,1394
83,1395
82,1396
85,1397
87,1398
81,1399
61,1400
80,1401
98,1402
91,1403
87,1404
83,1405
81,1406
83,1407
86,1408
86,1409
85,1410
89,1411
95,1412
84,1413
103,1414
96,1415
91,1416
85,1417
83,1418
82,1419
85,1420
82,1421
80,1422
84,1423
93,1424
80,1425
101,1426
92,1427
85,1428
87,1429
91,1430
90,1431
89,1432
89,1433
89,1434
89,1435
96,1436
80,1437
96,1438
94,1439
90,1440
86,1441
85,1442
82,1443
91,1444
80,1445
85,1446
83,1447
93,1448
83,1449
105,1450
97,1451
92,1452
90,1453
91,1454
90,1455
87,1456
89,1457
87,1458
87,1459
62,1460
80,1461
101,1462
91,1463
90,1464
90,1465
90,1466
83,1467
89,1468
86,1469
90,1470
90,1471
99,1472
84,1473
107,1474
96,1475
91,1476
86,1477
85,1478
85,1479
84,1480
82,1481
89,1482
86,1483
94,1484
80,1485
101,1486
97,1487
