value,time
342,0
323,0
373,1
330,2
370,3
366,4
368,5
370,6
365,7
349,8
335,9
349,10
353,11
346,12
331,13
374,14
371,15
359,16
355,17
339,18
339,19
358,20
362,21
358,22
336,23
352,24
330,25
335,26
318,27
367,28
354,29
341,30
365,31
341,32
341,33
331,34
336,35
305,36
309,37
336,38
325,39
308,40
359,41
333,42
343,43
334,44
334,45
334,46
344,47
334,48
339,49
337,50
336,51
353,52
303,53
361,54
337,55
339,56
330,57
336,58
337,59
336,60
342,61
337,62
337,63
340,64
354,65
305,66
368,67
363,68
347,69
353,70
342,71
339,72
342,73
324,74
334,75
333,76
331,77
347,78
334,79
368,80
354,81
346,82
329,83
336,84
341,85
343,86
357,87
349,88
351,89
351,90
357,91
329,92
383,93
368,94
355,95
361,96
340,97
343,98
349,99
0,101
323,101
343,102
346,103
364,104
333,105
379,106
369,107
364,108
355,109
351,110
345,111
343,112
352,113
343,114
353,115
0,116
345,117
364,118
330,119
370,120
355,121
357,122
365,123
362,124
363,125
366,126
353,127
362,128
354,129
361,130
367,131
323,132
317,133
343,134
365,135
335,136
387,137
384,138
366,139
343,140
341,141
375,142
389,143
326,144
396,145
359,146
300,147
309,148
348,149
356,150
358,151
332,152
345,153
337,154
336,155
336,156
336,157
330,158
356,159
360,160
346,161
352,162
323,163
333,164
336,165
347,166
334,167
320,168
338,169
338,170
357,171
341,172
353,173
342,174
335,175
321,176
337,177
336,178
337,179
320,180
320,181
320,182
339,183
309,184
336,185
326,186
342,187
314,188
323,189
330,190
341,191
317,192
311,193
317,194
319,195
334,196
309,197
337,198
329,199
335,201
321,201
333,202
336,203
350,204
357,205
352,206
360,207
345,208
303,209
309,210
332,211
335,212
333,213
334,214
315,215
315,216
319,217
324,218
327,219
345,220
337,221
361,222
322,223
347,224
339,225
332,226
341,227
308,228
343,229
350,230
336,231
353,232
331,233
321,234
299,235
320,236
306,237
382,238
336,239
320,240
291,241
274,242
287,243
285,244
291,245
304,246
312,247
326,248
310,249
346,250
319,251
320,252
320,253
