accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,time
0.8282254934310913,-1.4772107601165771,9.696586608886719,-0.003338437993079424,-0.0311010479927063,0.01799847185611725,3
0.9048399925231934,-1.4221441745758057,9.782777786254883,0.0005252687260508537,-0.04189276695251465,0.016133233904838562,16
0.9096283912658691,-1.4676339626312256,9.670249938964844,-0.0020061256363987923,-0.015513002872467041,0.02172894775867462,29
0.9599065780639648,-1.5035470724105835,9.739683151245117,-0.0032052062451839447,0.009267985820770264,0.02439357340335846,42
0.9359645843505859,-1.4772107601165771,9.76123046875,-0.004537519067525864,0.017794787883758545,0.025592640042304993,55
0.8928689956665039,-1.4772107601165771,9.675039291381836,-0.00427105650305748,0.015529870986938477,0.02452680468559265,68
0.8928689956665039,-1.493970274925232,9.720529556274414,-0.0029387441463768482,0.001807093620300293,0.020529866218566895,81
0.9024457931518555,-1.515518069267273,9.682222366333008,-0.003471669275313616,-0.014980077743530273,0.018931075930595398,94
0.9168109893798828,-1.4963644742965698,9.701375961303711,0.00012557487934827805,-0.02070903778076172,0.018398165702819824,107
0.9263877868652344,-1.5179122686386108,9.794748306274414,-0.003071974962949753,-0.002456367015838623,0.02266155183315277,120
0.9527239799499512,-1.438903570175171,9.880941390991211,-0.0016064317896962166,0.011799395084381104,0.025592640042304993,133
0.9383587837219238,-1.4508745670318604,9.696586608886719,-0.0036049000918865204,0.011133193969726562,0.023460954427719116,146
0.9024457931518555,-1.4532687664031982,9.754047393798828,-0.0046707503497600555,0.006203711032867432,0.02399386465549469,159
0.9000515937805176,-1.491576075553894,9.756441116333008,-0.0024058190174400806,0.005804002285003662,0.02172894775867462,172
0.9168109893798828,-1.5203064680099487,9.737287521362305,-0.0013399692252278328,-0.00192338228225708,0.02332770824432373,185
0.9479355812072754,-1.5227006673812866,9.667856216430664,-0.0046707503497600555,-0.006453335285186768,0.021196022629737854,198
0.9168109893798828,-1.436509370803833,9.658279418945312,-0.004537519067525864,-0.0112496018409729,0.022794798016548157,211
0.9431471824645996,-1.4652397632598877,9.811508178710938,-0.004137825220823288,-0.008318543434143066,0.018664628267288208,224
1.000607967376709,-1.460451364517212,9.701375961303711,-0.0036049000918865204,-0.008584976196289062,0.020263388752937317,237
0.9239935874938965,-1.4867876768112183,9.734893798828125,-0.0009402753785252571,0.0006079673767089844,0.023194491863250732,250
0.9239935874938965,-1.4676339626312256,9.801931381225586,-0.001206737942993641,0.018460988998413086,0.028656959533691406,263
0.9407529830932617,-1.481999158859253,9.823478698730469,-0.0032052062451839447,0.02392345666885376,0.026791736483573914,276
0.835408091545105,-1.5059412717819214,9.730106353759766,-0.0017396630719304085,0.01313173770904541,0.02532617747783661,289
0.8425906896591187,-1.4867876768112183,9.76601791381836,-0.0025390502996742725,-0.008185267448425293,0.02266155183315277,302
0.9096283912658691,-1.491576075553894,9.689403533935547,-0.006136293523013592,-0.025638580322265625,0.018931075930595398,315
0.9527239799499512,-1.493970274925232,9.754047393798828,-0.0025390502996742725,-0.026571214199066162,0.015733540058135986,328
0.9862427711486816,-1.4460861682891846,9.675039291381836,-0.003071974962949753,-0.0112496018409729,0.01946401596069336,341
0.4858545958995819,-1.5083354711532593,9.667856216430664,-0.0014732005074620247,-0.04349154233932495,0.01626645028591156,354
0.31107792258262634,-1.4341151714324951,9.864181518554688,-0.02305665984749794,-0.23894178867340088,-0.23567381501197815,367
1.3238252401351929,-1.412567377090454,9.600818634033203,-0.0028055128641426563,-0.4162726402282715,-0.11350077390670776,380
1.0437036752700806,-1.4724223613739014,9.813901901245117,0.0027901995927095413,-0.37763553857803345,-0.0667366087436676,393
1.220874547958374,-1.4724223613739014,9.749259948730469,-0.007202143780887127,-0.250133216381073,-0.12842264771461487,406
