value,time
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,101
0,101
0,102
0,103
0,104
0,105
0,106
0,107
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
38,117
159,118
144,119
103,120
105,121
204,122
196,123
240,124
229,125
239,126
231,127
246,128
112,129
80,130
89,131
80,132
70,133
148,134
224,135
144,136
77,137
64,138
32,139
46,140
63,141
67,142
76,143
80,144
86,145
139,146
108,147
69,148
52,149
20,150
13,151
7,152
8,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
16,164
16,165
16,166
7,167
39,168
38,169
29,170
0,171
50,172
49,173
38,174
48,175
62,176
64,177
48,179
52,180
43,181
45,182
47,183
51,184
45,185
39,186
51,187
48,188
52,189
48,190
49,191
50,192
43,193
48,194
46,195
58,196
51,197
48,198
46,199
0,201
41,201
58,202
43,203
35,204
51,205
46,206
41,207
38,208
35,209
47,210
35,211
44,212
37,213
44,214
36,215
45,216
36,217
43,218
6,219
0,220
0,221
58,222
33,223
24,224
32,225
27,226
27,227
1,228
11,229
17,230
0,231
0,232
0,233
14,234
4,235
0,236
3,237
63,238
29,239
26,240
25,241
42,242
45,243
34,244
26,245
32,246
33,247
9,248
76,249
95,250
49,251
62,252
102,253
95,254
61,255
63,256
1,257
106,258
61,259
32,260
5,261
93,262
111,263
89,264
80,265
94,266
68,267
0,268
102,269
95,270
77,271
59,272
0,273
79,274
64,275
35,276
41,277
69,278
49,279
48,280
43,281
38,282
34,283
16,284
34,285
20,286
19,287
13,288
29,289
49,290
45,291
31,292
27,293
45,294
70,295
48,296
42,297
38,298
28,299
21,301
1,301
21,302
37,303
33,304
32,305
48,306
43,307
43,308
58,309
48,310
47,311
41,312
81,313
53,314
97,315
113,316
155,317
106,318
80,319
91,320
80,321
75,322
80,323
61,324
49,325
57,326
53,327
53,328
52,329
46,330
54,331
48,332
48,333
48,334
49,335
47,336
48,337
26,338
42,339
34,340
29,341
25,342
29,343
47,344
45,345
52,346
48,347
40,348
39,349
33,350
42,351
25,352
27,353
31,354
26,355
27,356
17,357
16,358
27,359
11,360
25,361
19,362
11,363
0,364
16,365
14,366
25,367
25,368
12,369
34,370
22,372
22,372
38,373
29,374
26,375
19,376
16,377
23,378
29,379
17,380
26,381
32,382
26,383
17,384
18,385
31,386
35,387
16,388
16,389
26,390
20,391
15,392
26,393
27,394
19,395
27,396
28,397
17,398
27,399
16,401
16,401
10,402
11,403
15,404
0,405
0,406
23,407
24,408
23,409
6,410
3,411
13,412
7,413
19,414
19,415
3,416
4,417
10,418
33,419
45,420
17,421
0,422
0,423
0,424
0,425
0,426
0,427
0,428
3,429
0,430
0,431
0,432
0,433
0,434
0,435
0,436
0,437
0,438
0,439
0,440
0,441
0,442
0,443
4,444
0,445
0,446
0,447
0,448
0,449
0,450
0,451
0,452
0,453
0,454
0,455
0,456
0,457
0,458
0,459
0,460
0,461
0,462
0,463
0,464
0,465
0,466
0,467
0,468
0,469
0,470
0,471
12,472
16,473
0,474
0,475
0,476
2,477
1,478
0,479
0,480
4,481
3,482
0,483
0,484
0,485
0,486
0,487
0,488
0,489
0,490
0,491
0,492
0,493
0,494
0,495
0,496
0,497
0,498
0,499
0,500
0,501
0,502
0,503
0,504
0,505
0,506
0,507
9,508
0,509
0,510
0,511
0,512
0,513
0,514
0,515
0,516
0,517
0,518
0,519
0,520
0,521
1,522
0,523
0,524
0,525
0,526
0,527
0,528
0,529
0,530
0,531
0,532
0,533
0,534
0,535
0,536
0,537
0,538
19,539
0,540
5,541
18,542
0,543
13,544
26,545
73,546
47,547
21,548
23,549
