value,time
693,39
666,40
665,41
664,42
671,43
489,44
699,45
700,46
700,47
681,48
675,49
674,50
0,51
671,52
681,53
670,54
657,55
679,56
566,57
720,58
681,59
690,60
669,61
678,62
703,63
667,64
655,65
669,66
679,67
688,68
680,69
562,70
710,71
696,72
687,73
683,74
656,75
685,76
681,77
656,78
683,79
656,80
667,81
560,82
566,83
714,84
702,85
696,86
672,87
672,88
682,89
654,90
667,91
675,92
667,93
663,94
567,95
563,96
713,97
719,98
691,99
660,100
683,101
678,102
672,103
663,104
707,105
658,106
661,107
563,108
501,109
704,110
710,111
693,112
663,113
683,114
674,115
670,116
687,117
659,118
669,119
665,120
557,121
563,122
709,123
703,124
699,125
684,126
683,127
673,128
671,129
667,130
672,131
663,132
665,133
562,134
562,135
710,136
691,137
688,138
673,139
679,140
673,141
674,142
671,143
669,144
666,145
660,146
560,147
560,148
710,149
698,150
688,151
683,152
679,153
671,154
670,155
671,156
667,157
669,158
671,159
566,160
565,161
706,162
701,163
688,164
684,165
677,166
0,168
666,169
665,170
682,171
659,172
539,173
564,174
709,175
690,176
704,177
679,178
688,179
673,180
674,181
666,182
663,183
662,184
663,185
560,186
561,187
704,188
692,189
688,190
675,191
672,192
666,193
656,194
665,195
665,196
666,197
667,198
563,199
565,200
709,201
701,202
689,203
682,204
675,205
679,206
656,207
677,208
663,209
663,210
665,211
560,212
576,213
705,214
698,215
687,216
681,217
677,218
671,219
668,220
669,221
666,222
663,223
662,224
563,225
560,226
704,227
694,228
684,229
678,230
676,231
671,232
677,233
668,234
660,235
663,236
662,237
560,238
498,239
711,240
699,241
689,242
681,243
673,244
675,245
671,246
663,247
665,248
667,249
663,250
560,251
573,252
716,253
698,254
689,255
686,256
673,257
666,258
667,259
667,260
668,261
673,262
666,263
561,264
561,265
709,266
695,267
685,268
678,269
679,270
670,271
669,272
667,273
675,274
675,275
683,276
568,277
557,278
714,279
704,280
693,281
713,282
668,283
676,284
688,285
670,286
678,287
677,288
686,289
551,290
565,291
713,292
716,293
701,294
673,295
662,296
673,297
681,298
650,299
650,300
656,301
667,302
560,303
566,304
701,305
720,306
688,307
675,308
667,309
683,310
669,311
675,312
679,313
684,314
671,315
570,316
565,317
721,318
706,319
691,320
681,321
688,322
674,323
673,324
679,325
654,326
658,327
