value,time
635,40
639,41
608,42
617,43
615,44
599,45
645,46
670,47
677,48
657,49
663,50
637,51
629,52
626,53
629,54
605,55
605,56
613,57
408,58
652,59
635,60
604,61
592,62
586,63
597,64
589,65
561,66
578,67
561,68
567,69
615,70
441,71
620,72
609,73
599,74
586,75
579,76
573,77
567,78
565,79
562,80
562,81
572,82
439,83
614,84
603,85
592,86
585,87
576,88
569,89
563,90
560,91
559,92
558,93
554,94
567,95
442,96
614,97
606,98
592,99
581,100
576,101
570,102
562,103
560,104
555,105
553,106
566,107
378,108
611,109
602,110
591,111
578,112
576,113
575,114
571,115
566,116
562,117
561,118
576,119
588,120
620,121
605,122
597,123
592,124
583,125
574,126
570,127
563,128
560,129
361,130
576,131
383,132
637,133
613,134
598,135
590,136
581,137
579,138
571,139
564,140
562,141
557,142
559,143
561,144
432,145
603,146
592,147
587,148
581,149
571,150
566,151
563,152
560,153
557,154
551,155
561,156
434,157
610,158
603,159
593,160
574,161
569,162
563,163
561,164
557,165
552,166
552,167
570,168
385,169
615,170
601,171
592,172
583,173
575,174
570,175
562,176
561,177
559,178
550,179
564,180
439,181
613,182
599,183
591,184
577,185
571,186
565,187
561,188
559,189
553,190
545,191
560,192
433,193
608,194
599,195
591,196
583,197
576,198
561,199
562,200
547,201
555,202
560,203
563,204
439,205
610,206
599,207
592,208
580,209
574,210
567,211
565,212
561,213
555,214
554,215
567,216
437,217
611,218
601,219
592,220
585,221
577,222
576,223
569,224
559,225
557,226
542,227
576,228
441,229
618,230
605,231
603,232
589,233
583,234
570,235
565,236
561,237
560,238
560,239
537,240
561,241
442,242
613,243
607,244
586,245
592,246
566,247
565,248
576,249
545,250
554,251
544,252
578,253
433,254
618,255
614,256
599,257
591,258
565,259
576,260
562,261
570,262
557,263
551,264
586,265
448,266
618,267
618,268
609,269
576,270
588,271
566,272
572,273
560,274
550,275
560,276
560,277
442,278
610,279
613,280
605,281
589,282
589,283
590,284
552,285
559,286
565,287
559,288
437,289
606,290
624,291
599,292
607,293
591,294
559,295
576,296
560,297
561,298
566,299
557,300
560,301
421,302
607,303
583,304
583,305
579,306
573,307
567,308
570,309
554,310
560,311
560,312
562,313
442,314
616,315
600,316
592,317
582,318
576,319
569,320
563,321
560,322
559,323
554,324
437,325
375,326
611,327
597,328
590,329
579,330
565,331
565,332
560,333
559,334
555,335
549,336
569,337
437,338
608,339
597,340
588,341
577,342
570,343
563,344
560,345
557,346
551,347
558,348
555,349
576,350
602,351
592,352
576,353
574,354
573,355
567,356
565,357
560,358
560,359
559,360
560,361
442,362
625,363
609,364
592,365
592,366
567,367
577,368
569,369
558,370
561,371
566,372
577,373
445,374
623,375
613,376
594,377
589,378
585,379
577,380
570,381
552,382
561,383
560,384
574,385
381,386
622,387
614,388
598,389
585,390
575,391
573,392
571,393
560,394
560,395
557,396
570,397
443,398
615,399
604,400
593,401
583,402
576,403
569,404
564,405
560,406
559,407
555,408
562,409
579,410
608,411
601,412
590,413
580,414
571,415
565,416
561,417
558,418
554,419
555,420
570,421
439,422
604,423
602,424
594,425
581,426
579,427
576,428
574,429
565,430
565,431
561,432
564,433
576,434
448,435
623,436
618,437
603,438
591,439
585,440
581,441
576,442
562,443
567,444
571,445
575,446
439,447
620,448
608,449
592,450
586,451
579,452
574,453
567,454
563,455
560,456
565,457
437,458
443,459
617,460
605,461
594,462
592,463
581,464
575,465
559,466
558,467
567,468
542,469
562,470
380,471
610,472
599,473
592,474
580,475
577,476
573,477
571,478
567,479
563,480
559,481
573,482
443,483
619,484
619,485
611,486
602,487
589,488
586,489
569,490
560,491
580,492
577,493
433,494
450,495
624,496
612,497
617,498
596,499
592,500
579,501
579,502
576,503
554,504
561,505
569,506
432,507
617,508
589,509
580,510
579,511
567,512
550,513
570,514
551,515
544,516
554,517
567,518
434,519
605,520
595,521
594,522
602,523
569,524
592,525
575,526
559,527
551,528
566,529
589,530
443,531
655,532
579,533
624,534
576,535
581,536
560,537
565,538
606,539
571,540
561,541
571,542
460,543
632,544
622,545
593,546
594,547
583,548
576,549
563,550
563,551
558,552
560,553
567,554
435,555
613,556
0,557
592,558
579,559
576,560
565,561
560,562
560,563
553,564
547,565
560,566
435,567
607,568
599,569
591,570
586,571
582,572
576,573
571,574
570,575
566,576
567,577
587,578
450,579
629,580
621,581
605,582
594,583
589,584
582,585
577,586
576,587
571,588
573,589
576,590
445,591
624,592
617,593
606,594
594,595
587,596
581,597
574,598
571,599
571,600
563,601
572,602
447,603
620,604
608,605
592,606
589,607
576,608
572,609
560,610
557,611
556,612
553,613
566,614
441,615
615,616
610,617
594,618
588,619
577,620
574,621
571,622
565,623
560,624
559,625
570,626
384,627
616,628
609,629
590,630
586,631
583,632
575,633
569,634
567,635
559,636
561,637
544,638
451,639
627,640
614,641
600,642
589,643
585,644
578,645
570,646
566,647
562,648
550,649
610,650
464,651
646,652
634,653
624,654
611,655
606,656
601,657
596,658
586,659
582,660
578,661
592,662
458,663
643,664
630,665
620,666
605,667
592,668
592,669
583,670
579,671
576,672
570,673
592,674
599,675
638,676
625,677
617,678
606,679
599,680
597,681
591,682
582,683
577,684
563,685
591,686
453,687
640,688
624,689
617,690
605,691
592,692
591,693
587,694
578,695
576,696
579,697
458,698
400,699
638,700
627,701
619,702
611,703
607,704
592,705
590,706
582,707
582,708
576,709
597,710
461,711
640,712
629,713
612,714
604,715
594,716
591,717
587,718
576,719
575,720
604,721
599,722
399,723
629,724
618,725
621,726
610,727
592,728
590,729
583,730
587,731
592,732
575,733
581,734
464,735
653,736
633,737
609,738
601,739
582,740
577,741
576,742
576,743
571,744
569,745
464,746
457,747
631,748
627,749
603,750
610,751
595,752
579,753
598,754
588,755
579,756
563,757
592,758
462,759
635,760
627,761
624,762
588,763
592,764
586,765
577,766
576,767
580,768
570,769
586,770
423,771
617,772
604,773
592,774
613,775
610,776
589,777
562,778
574,779
560,780
571,781
461,782
464,783
637,784
627,785
622,786
608,787
601,788
587,789
586,790
581,791
578,792
573,793
594,794
461,795
638,796
629,797
619,798
607,799
598,800
576,801
588,802
579,803
576,804
575,805
593,806
458,807
640,808
627,809
616,810
607,811
593,812
591,813
588,814
577,815
577,816
576,817
573,818
457,819
603,820
639,821
625,822
620,823
604,824
593,825
589,826
585,827
581,828
577,829
375,830
582,831
400,832
635,833
627,834
615,835
606,836
595,837
592,838
583,839
585,840
573,841
575,842
593,843
458,844
635,845
624,846
614,847
605,848
598,849
590,850
587,851
581,852
576,853
574,854
459,855
460,856
