value,time
361,1
457,1
410,2
558,3
530,4
445,5
539,6
269,7
250,8
174,9
370,10
322,11
368,12
415,13
398,14
366,15
359,16
352,17
432,18
511,19
544,20
528,21
530,22
511,23
466,24
429,25
389,26
353,27
342,28
273,29
193,30
205,31
195,32
172,33
188,34
178,35
209,36
163,37
173,38
161,39
163,40
159,41
176,42
125,43
128,44
143,45
123,46
117,47
94,49
96,49
110,50
112,51
83,52
79,53
98,54
143,55
106,56
90,57
143,58
105,59
112,60
128,61
103,62
98,63
143,64
100,65
103,66
99,67
87,68
99,69
114,70
128,71
95,72
127,73
112,74
126,75
103,76
116,77
128,78
146,79
113,80
123,81
115,82
167,83
194,84
193,85
218,86
208,87
246,88
271,89
303,90
122,91
275,92
235,93
171,94
246,95
259,96
240,97
204,98
150,99
192,101
196,101
193,102
272,103
240,104
272,105
358,106
314,107
239,108
272,109
265,110
345,111
358,112
299,113
288,114
283,115
269,116
256,117
205,118
196,119
207,120
160,121
217,122
208,123
148,124
197,125
221,126
157,127
141,128
155,129
138,130
122,131
112,132
87,133
87,134
80,135
49,136
74,137
41,138
97,139
70,140
89,141
75,142
66,143
77,144
86,145
87,146
89,147
123,148
151,149
203,150
214,151
231,152
240,153
256,154
258,155
229,156
226,157
245,158
172,159
174,160
176,161
173,162
170,163
167,164
176,165
193,166
229,167
233,168
240,169
269,170
217,171
285,172
214,173
272,174
325,175
331,176
240,177
269,178
288,179
337,180
281,181
240,182
252,183
289,184
304,185
297,186
312,187
320,188
325,189
321,190
281,191
274,192
262,193
217,194
214,195
158,196
145,197
126,198
144,199
221,201
240,201
297,202
251,203
209,204
189,205
149,206
166,207
166,208
167,209
211,210
237,211
252,212
231,213
208,214
188,215
144,216
146,217
226,218
294,219
270,220
245,221
198,222
201,223
185,224
154,225
96,226
95,227
87,228
82,229
116,230
121,231
128,232
166,233
231,234
146,235
176,236
198,237
149,238
176,239
202,240
179,241
164,242
157,243
155,244
151,245
163,246
145,247
155,248
171,249
171,250
155,251
186,252
151,253
161,254
159,255
155,256
175,257
182,258
170,259
176,260
161,261
155,262
180,263
189,264
221,265
224,266
230,267
239,268
241,269
240,270
290,271
318,272
347,273
374,274
439,275
494,276
545,277
553,278
596,279
545,280
511,281
511,282
547,283
495,284
534,285
511,286
432,287
469,288
448,289
432,290
292,291
315,292
304,293
317,294
336,295
368,296
378,297
351,298
428,299
422,300
421,301
454,302
441,303
418,304
403,305
444,306
453,307
477,308
432,309
426,310
448,311
453,312
490,313
379,314
324,315
399,316
381,317
426,318
398,319
431,320
415,321
400,322
442,323
469,324
455,325
453,326
460,327
474,328
468,329
469,330
448,331
464,332
501,333
467,334
553,335
525,336
432,337
432,338
431,339
398,340
387,341
363,342
374,343
411,344
442,345
465,346
469,347
465,348
463,349
435,350
400,351
381,352
380,353
378,354
381,355
421,356
445,357
469,358
485,359
481,360
462,361
459,362
470,363
460,364
443,365
439,366
453,367
461,368
467,369
458,370
479,371
480,372
491,373
511,374
530,375
554,376
544,377
572,378
574,379
592,380
570,381
538,382
546,383
546,384
483,385
494,386
497,387
544,388
484,389
486,390
494,391
535,392
485,393
481,394
528,395
546,396
528,397
497,398
592,399
539,401
592,401
543,402
561,403
549,404
484,405
461,406
527,407
490,408
443,409
576,410
506,411
511,412
568,413
614,414
543,415
554,416
607,417
505,418
467,419
464,420
464,421
433,422
430,423
402,424
397,425
422,426
415,427
429,428
382,429
364,430
378,431
393,432
379,433
389,434
393,435
375,436
430,437
423,438
381,439
391,440
368,441
362,442
356,443
353,444
347,445
355,446
352,447
372,448
343,449
358,450
368,451
376,452
372,453
397,454
387,455
404,456
400,457
402,458
416,459
414,460
405,461
404,462
423,463
413,464
403,465
448,466
470,467
434,468
433,469
368,470
389,471
485,473
494,473
496,474
537,475
556,476
400,477
407,478
427,479
401,480
473,481
534,482
464,483
430,484
382,485
304,486
352,487
347,488
372,489
304,490
403,491
358,492
326,493
326,494
317,495
319,496
345,497
321,498
323,499
0,500
313,501
336,502
367,503
356,504
316,505
292,506
279,507
291,508
321,509
339,510
336,511
343,512
348,513
347,514
346,515
377,516
365,517
400,518
431,519
403,520
442,521
432,522
432,523
458,524
431,525
432,526
412,527
400,528
410,529
395,530
523,531
420,532
381,533
410,534
475,535
430,536
432,537
464,538
445,539
427,540
439,541
421,542
447,543
459,544
419,545
402,546
384,547
390,548
359,549
385,550
373,551
386,552
395,553
371,554
390,555
359,556
355,557
378,558
362,559
359,560
336,561
351,562
321,563
332,564
292,565
330,566
289,567
298,568
301,570
299,570
293,571
307,572
303,573
299,574
290,575
275,576
272,577
258,578
254,579
257,580
240,581
224,582
208,583
211,584
210,585
235,586
212,587
234,588
230,589
238,590
253,591
263,592
256,593
262,594
243,595
226,596
222,597
225,598
208,599
0,601
205,601
214,602
202,603
201,604
191,605
193,606
193,607
180,608
182,609
192,610
211,611
206,612
217,613
225,614
243,615
270,616
281,617
273,618
272,619
286,620
290,621
286,622
286,623
262,624
272,625
243,626
240,627
279,628
255,629
288,630
304,631
304,632
316,633
304,634
311,635
312,636
313,637
321,638
300,639
316,640
324,641
309,642
294,643
299,644
269,645
275,646
267,647
287,648
279,649
214,650
112,651
112,652
97,653
115,654
138,655
144,656
143,657
131,658
104,659
189,660
122,661
128,662
166,663
153,664
197,665
173,666
147,667
134,668
166,669
167,670
197,671
129,672
222,673
222,674
211,675
230,676
272,677
281,678
358,679
428,680
429,681
368,682
314,683
322,684
310,685
330,686
305,687
286,688
288,689
279,690
272,691
278,692
267,693
265,694
270,695
272,696
256,697
254,698
270,699
257,700
257,701
251,702
257,703
250,704
252,705
261,706
272,707
261,708
260,709
261,710
252,711
262,712
236,713
257,714
250,715
249,716
248,717
239,718
238,719
250,720
240,721
208,722
208,723
239,724
217,725
230,726
220,727
233,728
219,729
223,730
196,731
198,732
197,733
194,734
192,735
201,736
192,737
218,738
200,739
208,740
187,741
191,742
213,743
208,744
222,745
238,746
191,747
204,748
179,749
268,750
295,751
313,752
335,753
309,754
421,755
295,756
262,757
277,758
304,759
284,760
258,761
219,762
236,763
350,764
413,765
502,766
640,767
770,768
698,769
734,770
759,771
701,772
732,773
0,774
687,775
718,776
677,777
720,778
650,779
589,780
611,782
562,782
433,783
366,784
351,785
336,786
299,787
273,788
304,789
322,790
290,791
351,792
401,793
406,794
421,795
438,796
441,797
454,798
440,799
491,801
484,801
569,802
594,803
509,804
511,805
402,806
395,807
365,808
384,809
372,810
372,811
395,812
432,813
453,814
496,815
526,816
482,817
476,818
393,819
401,820
366,821
410,822
483,823
471,824
461,825
450,826
442,827
410,828
384,829
385,830
369,831
366,832
368,833
384,834
378,835
391,836
393,837
406,838
390,839
395,840
400,841
403,842
402,843
386,844
392,845
382,846
397,847
413,848
417,849
411,850
391,851
417,852
429,853
426,854
448,855
463,856
489,857
523,858
553,859
562,860
566,861
556,862
541,863
536,864
540,865
546,866
548,867
538,868
526,869
528,870
528,871
535,872
528,873
530,874
530,875
528,876
539,877
534,878
542,879
528,880
527,881
534,882
541,883
539,884
535,885
529,886
533,887
556,888
529,889
527,890
535,891
510,892
507,893
509,894
496,895
494,896
530,897
574,898
572,899
537,900
431,901
487,902
501,903
511,904
466,905
502,906
543,907
569,908
611,909
627,910
560,911
601,912
577,913
510,914
439,915
389,916
458,917
543,918
576,919
467,920
441,921
379,922
381,923
381,924
407,925
382,926
364,927
342,928
368,929
359,930
382,931
423,932
438,933
477,934
496,935
495,936
479,937
469,938
439,939
397,940
381,941
369,942
375,943
383,944
370,945
346,946
345,947
339,948
363,949
330,950
315,951
291,952
229,953
208,954
255,955
298,956
286,957
311,958
310,959
295,960
297,961
301,962
298,963
285,964
301,965
321,966
336,967
350,968
371,969
343,970
342,971
350,972
344,973
333,974
323,975
336,976
338,977
336,978
323,979
328,980
329,981
329,982
333,983
331,984
336,985
348,986
336,987
361,988
354,989
373,990
401,991
400,992
359,993
321,994
269,995
265,996
327,997
288,998
308,999
0,1001
256,1001
266,1002
286,1003
288,1004
306,1005
257,1006
226,1007
346,1008
442,1009
400,1010
350,1011
304,1012
286,1013
304,1014
338,1015
352,1016
278,1017
258,1018
252,1019
245,1020
231,1021
231,1022
228,1023
224,1024
224,1025
223,1026
269,1027
300,1028
273,1029
273,1030
276,1031
282,1032
333,1033
345,1034
336,1035
330,1036
325,1037
304,1038
294,1039
311,1040
304,1041
302,1042
292,1043
277,1044
285,1045
295,1046
288,1047
290,1048
294,1049
336,1050
369,1051
406,1052
406,1053
355,1054
364,1055
406,1056
395,1057
341,1058
314,1059
350,1060
365,1061
368,1062
363,1063
361,1064
353,1065
373,1066
378,1067
385,1068
366,1069
367,1070
349,1071
347,1072
363,1073
349,1074
337,1075
336,1076
337,1077
350,1078
345,1079
356,1080
374,1081
377,1082
400,1083
432,1084
446,1085
459,1086
497,1087
502,1088
471,1089
412,1090
365,1091
351,1092
363,1093
354,1094
377,1095
366,1096
359,1097
350,1098
337,1099
335,1100
323,1101
306,1102
299,1103
295,1104
301,1105
309,1106
304,1107
288,1108
295,1109
302,1110
315,1111
320,1112
314,1113
317,1114
341,1115
365,1116
379,1117
400,1118
422,1119
448,1120
466,1121
488,1122
495,1123
491,1124
439,1125
406,1126
374,1127
363,1128
323,1129
321,1130
426,1131
363,1132
423,1133
343,1134
267,1135
298,1136
287,1137
287,1138
287,1139
276,1140
286,1141
274,1142
272,1143
257,1144
256,1145
291,1146
357,1147
369,1148
619,1149
566,1150
449,1151
422,1152
365,1153
351,1154
402,1155
240,1156
234,1157
192,1158
167,1159
208,1160
212,1161
176,1162
147,1163
137,1164
126,1165
124,1166
137,1167
126,1168
107,1169
119,1170
111,1171
165,1172
118,1173
134,1174
132,1175
129,1176
139,1177
160,1178
144,1179
145,1180
135,1181
134,1182
124,1183
157,1184
135,1185
143,1186
144,1187
145,1188
150,1189
139,1190
162,1191
149,1192
146,1193
146,1194
133,1195
157,1196
155,1197
146,1198
144,1199
0,1201
129,1201
132,1202
141,1203
129,1204
129,1205
133,1206
143,1207
141,1208
143,1209
148,1210
145,1211
144,1212
174,1213
148,1214
171,1215
188,1216
197,1217
190,1218
194,1219
196,1220
208,1221
202,1222
197,1223
195,1224
187,1225
202,1226
181,1227
147,1228
144,1229
173,1230
190,1231
185,1232
164,1233
170,1234
160,1235
142,1236
114,1237
119,1238
82,1239
82,1240
96,1241
109,1242
102,1243
99,1244
80,1245
115,1246
97,1247
112,1248
146,1249
151,1250
126,1251
131,1252
153,1253
159,1254
151,1255
149,1256
141,1257
169,1258
176,1259
181,1260
176,1261
177,1262
145,1263
135,1264
169,1265
161,1266
175,1267
173,1268
176,1269
176,1270
227,1271
227,1272
234,1273
238,1274
224,1275
175,1276
169,1277
199,1278
224,1279
229,1280
226,1281
249,1282
240,1283
246,1284
273,1285
221,1286
223,1287
222,1288
221,1289
208,1290
215,1291
208,1292
217,1293
212,1294
201,1295
208,1296
209,1297
208,1298
178,1299
210,1300
214,1301
210,1302
207,1303
210,1304
214,1305
207,1306
197,1307
196,1308
209,1309
206,1310
213,1311
211,1312
213,1313
210,1314
225,1315
208,1316
221,1317
208,1318
230,1319
236,1320
222,1321
222,1322
210,1323
231,1324
219,1325
224,1326
222,1327
238,1328
234,1329
241,1330
227,1331
237,1332
225,1333
235,1334
224,1335
238,1336
236,1337
240,1338
235,1339
230,1340
224,1341
231,1342
215,1343
208,1344
211,1345
197,1346
162,1347
154,1348
163,1349
160,1350
135,1351
167,1352
135,1353
151,1354
144,1355
204,1356
307,1357
293,1358
286,1359
209,1360
219,1361
240,1362
256,1363
300,1364
315,1365
393,1366
302,1367
319,1368
354,1369
414,1370
403,1371
412,1372
400,1373
303,1374
345,1375
298,1376
290,1377
336,1378
293,1379
336,1380
289,1381
377,1382
446,1383
405,1384
386,1385
400,1386
419,1387
447,1389
459,1389
595,1390
400,1391
343,1392
287,1393
283,1394
298,1395
319,1396
315,1397
327,1398
252,1399
0,1401
389,1401
358,1402
400,1403
359,1404
370,1405
336,1406
318,1407
304,1408
327,1409
279,1410
296,1411
325,1412
335,1413
368,1414
414,1415
407,1416
416,1417
422,1418
431,1419
459,1420
485,1421
409,1422
366,1423
335,1424
318,1425
301,1426
286,1427
288,1428
272,1429
272,1430
254,1431
283,1432
256,1433
278,1434
274,1435
246,1436
167,1437
191,1438
230,1439
197,1440
255,1441
272,1442
309,1443
299,1444
314,1445
318,1446
304,1447
326,1448
327,1449
336,1450
308,1451
307,1452
304,1453
322,1454
356,1455
356,1456
316,1457
298,1458
299,1459
272,1460
289,1461
280,1462
292,1463
326,1464
327,1465
