Amplitude1,Amplitude2,Amplitude3,Amplitude4,Amplitude5,Amplitude6,Amplitude7,Amplitude8,Amplitude9,Amplitude10,Amplitude11,Amplitude12,Amplitude13,Amplitude14,Amplitude15,Amplitude16,Amplitude17,Amplitude18,Amplitude19,Amplitude20,Amplitude21,Amplitude22,Amplitude23,Amplitude24,Amplitude25,Amplitude26,Amplitude27,Amplitude28,Amplitude29,Amplitude30,Amplitude31,Amplitude32,Amplitude33,Amplitude34,Amplitude35,Amplitude36,Amplitude37,Amplitude38,Amplitude39,Amplitude40,Amplitude41,Amplitude42,Amplitude43,Amplitude44,Amplitude45,Amplitude46,Amplitude47,Amplitude48,Amplitude49,Amplitude50,Amplitude51,Amplitude52,Amplitude53,Amplitude54,Amplitude55,Amplitude56,Amplitude57,Amplitude58,Amplitude59,Amplitude60,Amplitude61,Amplitude62,Amplitude63,Amplitude64,Amplitude65,Amplitude66,Amplitude67,Amplitude68,Amplitude69,Amplitude70,time
132.0301717849095,150.5152822541141,50.22354353980628,239.4141061537351,158.1639654133786,24.83280729257793,204.69426604079166,93.93546222166822,202.79185114550387,126.92538656747311,151.07898353992545,96.1736277007567,148.94543178639447,94.49811897286952,26.210465678381134,269.35667844850417,270.47535111120476,241.30095450530231,108.57677509811789,127.63944711819896,59.16839822035419,284.58012137405143,45.092252021403226,138.07975657732285,194.80011288283848,168.4047764348324,151.094358084273,1.2910773629953076,188.20836417243697,240.24966077470182,177.5256016737751,178.21984098356393,21.822607437914044,75.52340955207218,229.67555711509198,22.82421777737761,287.09156230168867,289.6260925769549,179.4271881937665,17.95800048307832,125.93317014526612,130.40990449829113,299.5062899293034,216.70729325125563,192.5123120828146,198.7066312785336,289.01941120235233,282.48855030827326,69.47344518033046,203.5657554618292,109.70224832853339,8.248936874582757,221.07551256559728,97.69200699257696,196.2788946114331,272.97638365575193,4.86934898306407,97.17590377800869,42.01062001285556,54.786776273771196,73.68973370858443,205.8408585569616,233.90852410147892,184.1713176911535,11.233141649995515,298.29733950090235,149.5082355663276,202.35440598590992,167.68994453940738,100.88777637687895,0.0
273.1929127350129,279.27324848360024,211.3126598086632,120.54887847916125,287.11659127436707,6.17454407805457,33.82340565922672,70.44303784392582,301.8872448560291,72.43301001432629,261.75714405251415,9.69872474073453,113.96380784197012,242.4074732879779,238.76973476703503,260.7820856213114,57.907997449641876,225.2914737804317,13.279590850747017,211.70921281880464,243.34957188863928,51.98020497067028,195.57329344051732,157.88010902568266,169.45284131239075,193.1197392545684,141.33202665711565,24.0657225142141,169.49191463315933,124.77690671746217,266.581956666389,57.61718099771488,240.75438659514506,150.9424563423759,305.6692847995922,293.1967285221011,40.88235696442645,229.80849168357832,97.57788685494482,159.84718839991493,294.2245863719974,174.43690290439469,198.52159148349165,240.9976261079204,206.87937393056131,307.8511076197218,93.06037418417971,106.38174045096835,118.73304090201205,213.91896701133885,109.28219016386137,301.36006039328754,176.31091086803656,240.98510459229158,262.85416830323305,351.6366869116037,344.6146611361393,152.81226772172326,300.48144577358795,353.526602006289,159.8232667026578,80.00058530341387,116.48765078445194,264.75850357398065,74.09301060133755,358.77740608726776,276.9839682206667,253.78059682329632,311.85164583397204,216.04528235791878,0.020080321285140562
56.72743789586699,69.12499616997927,211.47511708905049,30.262785773487803,279.19247338823504,49.7749188235305,270.282895065919,12.525510917287543,90.50361542849097,257.4768745295197,127.66836148524958,139.71472640715535,23.216099641885762,183.30066859216768,162.39893953717512,246.46556249290185,76.89025830399717,272.07356056859913,124.97205945488955,218.57909932938028,313.8682084797173,160.4686068335675,210.68889350525274,283.90584588001934,99.54637801493844,347.61620269655697,157.10505929016404,219.97601406889245,343.7066659228426,117.73371907078366,274.058695215915,346.12040660969217,123.06136783749787,237.99169387115285,352.68000927917603,246.64777713257985,174.8461950695782,167.38408746198485,280.6442087756452,193.52525603526362,365.3337057252147,237.27142122505074,293.8447565219175,238.53886196560978,180.53414485458,248.12836348162196,312.21828981359647,290.1396324479764,321.81438422213637,188.73452111733903,227.56526318432816,456.69457427375903,477.7709845587745,244.52608795796317,430.41787203929175,215.98256894762628,319.8815592219868,454.0209503724949,316.11302847491436,279.1489656515209,471.78729822815444,352.6721202348776,418.3930568240444,351.15025232865867,397.21784253109365,322.60859193211945,569.6333891789116,476.3154026708523,582.1572534979294,440.9604407902971,0.040160642570281124
197.03280403161023,306.9652355177077,14.972569155372753,213.21115285413083,89.75340720323902,49.71497837556795,235.8342658445047,251.95250943485703,43.91069146593938,114.57401361661132,226.29378563197866,300.7509465484003,66.55748986127797,238.97033981021428,169.02324688343396,206.4543213103196,343.88404134684293,271.7527903408422,138.07852637593444,98.18733483177566,345.08756958762194,124.87801606400046,252.76760044406623,408.2464285933848,362.7083897845509,144.54695405810145,288.8134902337991,224.9684218447062,383.5619932591934,428.14312689748704,367.99270079605185,310.1301980697141,271.57727841293723,277.7984533112839,271.3904307085901,466.85912092318273,434.19757794280156,366.8977700108682,435.4749363764861,540.9930878844327,310.8135682809443,569.1536852752225,592.6859447786941,489.4795751968039,487.38550167209223,562.3507497518954,622.9366161796546,378.5227675598702,515.6295339221614,511.3060175452754,540.7652146374566,435.27850511383656,427.9687452831811,542.4623298958927,515.5200631526463,484.5166593533708,772.6972576390222,637.8734216763627,591.7424959336482,703.8225212056856,562.0758370431026,565.1271473157155,634.3035698561487,647.9642533345462,898.4055635250227,812.4401293075048,712.7102498000718,808.854882456582,803.1938996742198,744.6837669698759,0.060240963855421686
205.9857195604719,126.23470647953685,228.40781772954867,263.677196534088,271.17678063518827,295.3452664483161,211.34788250525318,291.7441847567466,155.00788489424815,251.467425729653,221.1694606426766,135.76012710031603,169.54776754200884,349.55727547895106,355.97044925792324,204.6594647794251,159.4733409709261,362.1351199314568,354.3082410895054,283.5459211206397,306.36880092677893,278.0974288370506,268.56665502177555,276.8687911671815,342.2608539039349,368.5268328010093,307.5150997276475,402.19828149971306,366.82529984716496,418.6801956148743,512.983474191642,379.26369269395144,594.5863872463085,483.8865578550909,475.18017355963434,677.3241948545586,604.2025436576002,713.2579631043675,590.402730879365,485.75708372435327,477.6176254144969,740.9523258903688,771.7530558704123,782.6852603807628,848.9334123258893,805.9693770596919,886.3936537627869,645.9108703951608,676.5894092420966,861.7951939005682,935.5337400550818,997.4506156456787,855.6309556856872,1054.6664051927294,997.2122241453696,996.6564678810478,881.6590718356657,889.9507366616864,1021.6814184152314,938.7037185288436,1034.4806004950835,1094.0387181273513,1254.7706629065588,1115.6718246938467,1154.4388089660413,1227.4284232529114,1374.1750953812834,1260.3283164739632,1314.6763391090863,1201.0673107677073,0.08032128514056225
63.87424815156288,69.17305543255638,93.35681684820382,294.82423698558216,160.71539314713885,305.68869647916466,321.4883319688725,233.19010056330973,269.90705651585705,151.41619101370014,225.29792005602155,376.6767653970411,190.08821247998833,403.39960019695116,441.2707008893635,240.91984673587663,388.9127013876003,380.23799356919955,339.71923724244834,492.15247690567196,375.6791122319256,433.42899880615255,480.46784044266457,314.5375388282188,624.7027567977564,400.751869312467,375.32864885317673,683.9485498741402,504.07652957963654,465.3808465618609,531.7612842245796,511.0465946766682,685.7906406743803,684.656082970054,567.7057814034423,828.0962203046734,879.0819752285881,762.1599887483558,954.1797220823903,960.925938798855,901.6980505320984,920.467122527697,845.8586195553391,980.1895574938958,911.5506282702775,1019.5358673566038,941.6897102229441,1178.7522307281906,1234.4364412841467,1233.113688716834,1101.1230175879764,1193.747221921149,1326.6245958256563,1159.7327913088652,1420.736252914975,1216.6491962839918,1366.267199474462,1557.1953424352303,1512.7900064319845,1362.1781620347053,1618.1625286297992,1541.6111821771176,1633.8330127841186,1530.6414090868375,1558.9924549382224,1835.9887301316494,1657.9251653689578,1913.2147301426364,1963.3867829621997,1886.4305579698153,0.10040160642570281
108.33094340280766,66.75497327635604,50.61111995004653,272.0595457776156,118.90738878391079,276.93748510134134,170.64067030234696,227.95697825435187,129.22419601865386,185.21183463313943,377.41721355729106,352.6326015305812,484.2443959677961,394.3944164350081,284.5197921297997,378.1316623250211,419.79399488137886,575.8830155493838,360.9536306218786,465.90754396305584,646.2167489333824,499.10764536791356,456.1715293822158,589.0181812219637,719.594218844135,616.4648499298326,628.1544533362506,823.438244628403,768.090784847465,830.7524004845931,749.2591125740721,789.9656738620384,961.2486461745052,804.8246317176643,869.7413043646451,1020.3920800289893,960.5377206386988,1080.582652317917,1147.0563757878922,1052.856901451034,1247.4199408533766,1206.4846073912704,1285.4595602774332,1366.6528306539117,1375.410686626357,1272.4937141028954,1537.9417389995556,1460.3708485023424,1548.8981102062276,1451.7069514639197,1517.3401291672956,1790.9296142621185,1843.0927709210416,1781.5855030404211,1905.6881724917853,1869.0586458121238,1939.972100925538,1870.6794630699292,1968.5273689087044,2112.556562232212,2062.8296641669144,2061.4501316476512,2254.843361624099,2141.2629752987987,2343.565681314957,2301.6337088186197,2346.037520734572,2393.5737363388116,2535.4219503972417,2465.9468425347254,0.12048192771084337
111.55572425000919,55.07956660157814,200.1622534355321,242.4966018737847,327.563749060576,401.58194539549544,392.9255714048136,207.44888751215234,343.7768786423867,369.3272122550527,255.11386242863816,306.3652313329749,464.81404362922774,367.16776584869035,408.19822126433866,484.926210179813,471.8599530610543,502.24734938013,681.5210574054418,643.6899859002003,663.7155442495116,693.5539061649948,603.682021208813,788.7984380742715,691.1654306935818,678.7347475854895,984.1714063093964,883.0863461431956,820.7665345656362,882.9922109685516,903.2209163579228,1046.194576124088,1206.1767067482906,1120.6128690908968,1203.4298728586357,1393.3678788932182,1379.8488581311099,1372.7964552370481,1553.5441793009568,1326.0248931043657,1493.7667326940661,1669.84696926602,1474.291626625345,1719.2049775160722,1677.721280942264,1921.6457305296453,1748.095591811672,1918.5430853606015,1913.7946300395179,1863.6651012669197,2148.8830824305683,2154.539851689933,2312.6109150559664,2200.070693015419,2423.05360207064,2414.9290007178593,2383.572628888472,2345.5422947557,2371.1670101843756,2669.2865510073225,2676.942198675348,2616.153174943064,2826.0629934327953,2842.3749248411264,2812.1705981406144,2979.545883501703,2889.450800928689,2978.3507449070357,2938.2793153509992,3076.1035519367333,0.14056224899598393
205.39978193376712,229.77849337880951,119.29318426621063,249.22896562610845,128.30574097205934,168.8474242598523,240.4916560932653,315.6430854178693,226.092882065936,254.9673001611879,304.94755908714194,570.3075640532157,368.5127870203348,461.9325505459671,676.7787540712332,529.1704538929456,687.0754704670874,694.1261886794025,667.7329317754727,809.227109971572,741.1502978204297,733.8160768833945,745.7579595181251,966.996477318232,915.0729116005389,1064.5437793962478,1201.061570198923,1129.447993771177,1100.9004782524544,1183.9134273451534,1305.0318669655308,1363.6105563495717,1530.106519099441,1390.4341316537075,1383.1255475942319,1573.7548155303848,1569.5014525752956,1597.3239281825163,1740.5627824335816,1959.53695091275,1818.079305158194,2046.450298657858,1963.4372388011072,2056.108607056538,2266.5539583679183,2206.6113200132095,2202.971864371964,2461.2629918856746,2381.251525454406,2501.935789143364,2638.9614893646512,2626.5323679716976,2543.1090835347445,2782.0382371652095,2876.7979269773814,2942.6592688357737,3010.4409805740056,3126.2462316217634,2923.999052366419,3127.592678897708,3307.5854081333955,3298.8855236681206,3225.973651758188,3351.6381101607335,3553.0711846215327,3351.273708006015,3460.9905140736146,3473.438694185751,3647.6155592288515,3659.5407566918984,0.1606425702811245
199.87939867619744,309.4957850396622,281.55065921660923,166.21321883705116,320.1739070511368,385.79764271188975,352.90542368647573,515.4077886690112,543.659661146994,497.99352198844286,425.4575144123587,493.6029393214142,500.1792270117204,653.6333621944541,758.2845803662505,782.3288264644468,623.3994817926846,937.0563443708679,953.3753312860226,941.0751184009639,873.8317079399378,862.428392822388,1163.0607671197504,1158.5502490848644,1178.5611136446332,1308.2746454159285,1370.8046454740709,1438.4020783574833,1430.638052043469,1578.1254413323122,1476.111633224241,1555.1703289145094,1668.9703370533907,1757.9580831977605,1891.2779565533972,1876.9182462991932,1851.4725629840357,2082.014928830211,2252.911153839078,2222.2190733458556,2253.626297465832,2332.8166532463106,2467.3815133629564,2606.5190293212995,2541.5996467158006,2691.2955592900653,2565.215816656614,2784.3515905645672,2837.0750820055264,2773.697173343314,3134.0354788780232,2996.645554348759,3214.87442562165,3208.3279068667484,3348.3044905429774,3503.745994117571,3307.757447312346,3628.9440952585433,3555.551470549457,3749.9687753472135,3650.5634578347567,3716.599411015845,3719.114533471325,3985.8745588670795,4035.2287163404026,3993.7371539998476,3964.521611237057,4211.070948724471,4241.250312436797,4398.536868431281,0.18072289156626506
