accelX,accelY,accelZ,gyroX,gyroY,gyroZ,time
0.06369409976602025,0.20963123092056982,9.829233324358205,0.0,0.01,0.0,0.0
0.15952500606657052,0.23968988867461788,9.589527188346427,0.0015800139597334992,0.009968547759519423,0.0023575893550942728,0.050505050505050504
0.40342188117971817,0.11307580715560453,9.856835630795114,0.003120334456984871,0.009874388886763941,0.0045822652172741035,0.10101010101010101
0.539918808598744,0.1337407799598515,9.715869286173003,0.004582265217274104,0.009718115683235417,0.00654860733945285,0.15151515151515152
0.5835130945162399,0.18101469937388578,9.83969158227694,0.005929079290546404,0.009500711177409455,0.008145759520503358,0.20202020202020202
0.5503809646080281,-0.07779585493925388,9.703620189692474,0.007126941713788629,0.009223542941045812,0.009283679330160726,0.25252525252525254
0.4578606731415221,-0.09507112522873304,9.671510033368598,0.008145759520503358,0.008888354486549234,0.009898214418809326,0.30303030303030304
0.5200447213677677,-0.20279437068716855,9.866954590817814,0.008959937742913357,0.008497254299495145,2.009954719225730846,0.35353535353535354
0.1459248607658776,-0.29359672635094447,9.813109094908778,0.00954902241444074,0.008052702575310587,3.009450008187146686,0.40404040404040403
0.13317833862796402,-0.1353899583135094,9.621114071882571,0.009898214418809326,0.007557495743542585,0.008412535328311812,0.45454545454545453
-0.05088555059431982,-0.16938658127346717,9.683901578536632,0.009998741276738752,0.007014748877063213,0.006900790114821119,0.5050505050505051
-0.29301335208957857,-0.2017202784326931,9.816008823838319,0.009848077530122082,0.006427876096865394,0.004999999999999999,0.5555555555555556
-0.4393935445494416,-0.20695818510094302,9.969878731992688,0.009450008187146686,0.005800569095711982,0.002817325568414297,0.6060606060606061
-0.5089485989884647,-0.046547653579453785,9.82327233000011,0.00881453363447582,0.005136773915734064,0.00047581915823742245,0.6565656565656566
-0.36841466435767356,0.0161222923398225,9.798418373035599,0.007957618405308325,0.004440666126057743,-0.001892512443604103,0.7070707070707071
-0.5121741754632377,0.026631821214715364,9.899200082362178,0.006900790114821119,0.003716624556603275,-0.004154150130018861,0.7575757575757576
-0.4748557223020377,0.13703387568439424,9.724353887821096,0.005670598638627708,0.0029692037532827497,-0.006181589862206048,0.8080808080808081
-0.35805188118529696,0.04830226283963457,9.885884255777835,0.004297949120891718,0.002203105327865408,-0.007860530947427873,0.8585858585858586
-0.35101453219552176,0.2664180147558477,9.882100121987193,0.002817325568414301,0.0014231483827328534,-0.009096319953545182,0.9090909090909091
-0.037429733250613925,0.10841393952520238,9.823026228589415,0.0012659245357374935,0.0006342391965656455,-0.009819286972627067,0.9595959595959596
0.0037309182451477074,0.10725877567674913,9.796603882933672,-0.0003172793349806785,-0.0001586596383480803,-0.009988673391830082,1.0101010101010102
0.15128147564089356,0.3189828487360913,9.896835905392036,-0.0018925124436040986,-0.0009505604330418248,-0.009594929736144977,1.0606060606060606
0.19815891909779274,0.1873602286556549,9.797461878092335,-0.0034202014332566874,-0.0017364817766693033,-0.008660254037844385,1.1111111111111112
0.38516762329743043,0.17059067242233544,9.693085817329457,-0.0048619673610046845,-0.002511479871810791,-0.007237340381050704,1.1616161616161615
0.677502592806331,-0.020277783291120163,9.851251017781115,-0.006181589862206052,-0.0032706796331742173,-0.005406408174555974,1.2121212121212122
0.5877294265646213,-0.02681916679602158,9.774812445721786,-0.00734591708657533,-0.004009305354066134,-0.00327067963317422,1.2626262626262625
0.3914279995186434,-0.14643456878175343,9.783894287247001,-0.008325698546347713,-0.004722710747726826,-0.0009505604330418256,1.3131313131313131
0.34945689608948954,-0.16882379559415514,9.795663293154256,-0.009096319953545179,-0.005406408174555971,0.0014231483827328482,1.3636363636363635
0.1563759422883524,-0.1790776862084243,9.809804171100495,-0.009638421585599423,-0.006056096871376664,0.003716624556603277,1.4141414141414141
0.1637444812776623,-0.12278178920378548,9.849990569265788,-0.009938384644612538,-0.006667690005162916,0.0058005690957119715,1.4646464646464645
-0.08202110132396885,-0.17262254315603476,9.791428299202549,-0.009988673391830082,-0.007237340381050702,0.00755749574354258,1.5151515151515151
-0.20227063665619657,-0.20728898766043685,9.960992809005601,-0.00978802446214779,-0.007761464642917567,0.008888354486549229,1.5656565656565655
-0.38705646795832865,-0.1822331377210747,10.020456675532538,-0.009341478602651068,-0.008236765814298327,0.009718115683235417,1.6161616161616161
-0.40383163343611583,-0.05401595361197871,9.828421794787024,-0.008660254037844385,-0.008660254037844387,0.009999999999999998,1.6666666666666667
-0.6528970065271509,0.03914203297305318,9.884995730729461,-0.0077614646429175725,-0.009029265382866209,0.00971811568323542,1.7171717171717171
-0.6597813034303546,0.028852241283365564,9.773953672259193,-0.006667690005162917,-0.009341478602651066,0.00888835448654923,1.7676767676767677
-0.47256657755200365,0.06366309664519246,9.745069987065945,-0.005406408174555981,-0.009594929736144975,0.0075574957435425826,1.8181818181818181
-0.3516765364332899,-0.0036836575904841684,10.066794879369006,-0.004009305354066141,-0.009788024462147788,0.005800569095711983,1.8686868686868687
-0.39541168202529486,0.15187154018640076,9.670451164961893,-0.0025114798718107938,-0.009919548128307951,0.0037166245566032825,1.9191919191919191
-0.031810386718493275,0.23125512424486164,9.731164416467642,-0.0009505604330418256,-0.00998867339183008,0.0014231483827328454,1.9696969696969697
0.049530296420221345,0.06148392856616888,9.761293533657806,0.000634239196565649,-0.009994965423831853,-0.0009505604330418284,2.0202020202020203
0.37627804558548233,0.12842382271173108,9.802965495901546,0.002203105327865396,-0.00993838464461254,-0.0032706796331741974,2.0707070707070705
0.456791338898205,0.1640315571976979,9.809431667422027,0.0037166245566032687,-0.00981928697262707,-0.005406408174555969,2.121212121212121
0.5308666632080647,0.09910753132939129,9.926802818588998,0.005136773915734059,-0.009638421585599423,-0.0072373403810506946,2.1717171717171717
0.4743918838556363,0.1633284813512087,9.799415941128167,0.0064278760968653915,-0.009396926207859084,-0.008660254037844387,2.2222222222222223
0.5991242294833625,-0.07016999998705384,9.873516257538808,0.00755749574354258,-0.009096319953545184,-0.00959492973614497,2.2727272727272725
0.49926424719853996,-0.1886788177078886,9.811355523331294,0.008497254299495141,-0.008738493770697851,-0.00998867339183008,2.323232323232323
-5.056170968909488,3.091256695289581,8.838468236652155,0.009223542941045812,-0.008325698546347715,-0.00981928697262707,2.3737373737373737
0.14164526696554713,-0.23811078839078248,9.64981468507993,0.009718115683235419,-0.007860530947427877,-0.009096319953545182,2.4242424242424243
0.2081751636097395,-0.21620970902489672,9.732457674315151,0.009968547759519424,-0.007345917086575332,-0.007860530947427877,2.474747474747475
-0.1186700486097601,-0.1927924279357761,9.938684871529775,0.009968547759519424,-0.006785094115571326,-0.006181589862206056,2.525252525252525
-0.2303143969874037,-0.21872920026273493,9.903622876692202,0.00971811568323542,-0.006181589862206055,-0.004154150130018875,2.5757575757575757
-0.2800662547376165,-0.15453611625622632,9.786373537293944,0.009223542941045815,-0.005539200638661103,-0.0018925124436041003,2.6262626262626263
-0.3642273016398104,-0.18129005337232137,9.927057836180094,0.008497254299495145,-0.004861967361004687,0.0004758191582374207,2.676767676767677
-0.4972591432763146,0.03762566673340597,9.82482654025598,0.007557495743542595,-0.004154150130018871,0.002817325568414291,2.727272727272727
-0.45820277876941057,0.05399089924755447,9.817634714233849,0.006427876096865403,-0.003420201433256694,0.0049999999999999906,2.7777777777777777
-0.47421653740615854,0.0782617335248096,9.864364861668975,0.005136773915734072,-0.0026647381369003555,0.006900790114821123,2.8282828282828283
-0.4586602032466621,0.07804744736737461,9.77061226339653,0.0037166245566032825,-0.001892512443604106,0.00841253532831181,2.878787878787879
-0.2330739521740868,0.18776724447887078,9.83712769779077,0.0022031053278654105,-0.0011083819990101123,0.009450008187146678,2.929292929292929
-0.09511692403934008,0.09401310928496998,9.718018888021357,0.0006342391965656463,-0.0003172793349806771,0.009954719225730845,2.9797979797979797
0.10233009968478307,0.2501418162786759,9.728872485138394,-0.0009505604330418284,0.0004758191582374238,0.00989821441880933,3.0303030303030303
0.45749647249780667,0.19300409050163728,9.804751318385003,-0.002511479871810797,0.0012659245357374948,0.009283679330160726,3.080808080808081
0.4878102118529917,0.031134788244686726,9.759172168648035,-0.0040093053540661274,0.0020480666806519023,0.008145759520503372,3.131313131313131
0.38029458088682133,0.07176579081373657,9.83421088183818,-0.005406408174555969,0.002817325568414294,0.006548607339452859,3.1818181818181817
-4.6397747366697955,3.4587911696803455,8.145566905026046,-0.006667690005162913,0.0035688622159187173,0.004582265217274117,3.2323232323232323
0.331122507222046,0.013012321035656416,9.823784629182569,-0.00776146464291757,0.004297949120891716,0.002357589355094274,3.282828282828283
0.5697361848586998,-0.03209011455102162,9.787505712314044,-0.008660254037844387,0.005,6.123233995736766e-18,3.3333333333333335
0.46346464591230785,-0.11229543108545034,9.844190593868731,-0.009341478602651063,0.005670598638627701,-0.002357589355094263,3.3838383838383836
0.2458165422297901,-0.1664915900081221,9.802632686034764,-0.009788024462147786,0.006305526670845221,-0.0045822652172740905,3.4343434343434343
0.009650472090983998,-0.13166342848119558,9.580280341957353,-0.00998867339183008,0.006900790114821117,-0.006548607339452849,3.484848484848485
-0.240759383253373,-0.17223769801738384,9.95394462927977,-0.009938384644612542,0.007452644496757547,-0.008145759520503365,3.5353535353535355
-0.2577178785127968,-0.12426187215817301,9.816450547526868,-0.009638421585599428,0.007957618405308316,-0.009283679330160721,3.5858585858585856
