accelX,accelY,accelZ,gyroX,gyroY,gyroZ,time
-0.11876224657833755,0.056523583534586044,9.80720634368524,0.06149634479060328,-0.031367387195599276,0.0191637452922182,0.0
0.8870207865641943,-0.08076480043874654,9.846959755759665,-0.017275132975543457,0.02383068345929093,-0.022880779993922268,0.01002004008016032
1.0483124224692526,-0.05634560229158329,9.82101677138014,-0.030196484524819368,-0.01741865112029947,-0.043008148640576484,0.02004008016032064
1.0728124978006772,0.09268183010860157,9.756174518593747,0.03310076363787544,0.001038030655862736,0.03567582563461888,0.03006012024048096
0.9903534430025083,-0.034663083232973305,9.843167238836024,-0.06324924473367133,0.03777417097401702,-0.04097720082561442,0.04008016032064128
0.9453303761130357,-0.07455160875069076,9.839735172223785,0.021505148329864245,-0.020166947443342187,-0.0001576651452372749,0.0501002004008016
0.9796215046863741,0.022797228443990403,9.825006207957898,0.004934844928351345,-0.007205701597921431,-0.0077983211601708995,0.06012024048096192
1.0329961944980162,-0.038212938768788104,9.813351761481014,0.013482682078349472,0.017757930536246188,-0.020646987008159312,0.07014028056112225
1.070705766696115,0.04980402867828643,9.821127962068518,-0.020602265614324093,-0.021425976817732725,0.01901529080753679,0.08016032064128256
1.0585420881771272,-0.05303341000686823,9.818590210335197,-0.019497810768970128,-0.0422004303385484,-0.037789014105336444,0.09018036072144288
1.128498468284239,0.08750196954309394,9.839788338204109,-0.012697765164640426,-0.011618950272586954,0.007758687818810885,0.1002004008016032
0.9714290323321894,0.13553080744969234,9.806678228307701,0.010447959299749216,-0.012859636491563815,-0.019301860658517068,0.11022044088176353
1.0182810242698548,-0.013344456231833344,9.818253418172974,0.06901100804935226,0.036901099327017226,0.020736445326916948,0.12024048096192384
0.9717551251826204,0.0255543480219538,9.862859391274144,0.06711465403249961,0.025094585458954627,0.023439163855446025,0.13026052104208416
0.8818628989282412,0.014290818012915575,9.829033931179108,0.05287108731171661,-0.014448943194460051,-0.003173147904790068,0.1402805611222445
1.3179862760134844,-0.02444655810321317,9.807887665779369,0.01711640364608894,0.012776158216068296,0.020763685773811862,0.1503006012024048
1.0156620801869836,-0.04893698399144847,9.763738792064258,0.07898005216864834,0.003866724341185405,0.020260494581565328,0.16032064128256512
0.9799180687290928,0.015518938932093615,9.817015889589797,0.013912478581009437,0.01207483982856545,0.050736780844695656,0.17034068136272545
0.8339642052517454,0.026290375417437947,9.807854772285106,0.07122447392194643,-0.02874997591120485,-0.0237052896252983,0.18036072144288576
1.056466019058183,-0.020063266022451915,9.800468456191533,0.0334590251509021,0.0015723815273903485,-0.011158982252359215,0.1903807615230461
1.0055820856769784,0.10286079153363702,9.83568701323365,0.001530637482778643,-0.05184118665502956,0.03328703127172696,0.2004008016032064
1.0276621458806752,0.012120782981914206,9.807973286573901,0.015102965471367278,-0.03280842816299892,0.00026022535926241945,0.21042084168336672
1.1890760607694182,-0.02196287426378171,9.802719233741279,0.09947363898865519,0.07313896742703432,-0.01949515123010934,0.22044088176352705
1.092210691734159,0.01986799966280584,9.836362701361738,0.03421077277607955,0.026334718970531152,-0.018744766260845914,0.23046092184368736
0.9584105250261894,0.012192329898124979,9.798961357602305,-0.004000352388462325,0.020344339939773307,-0.00866950014128185,0.24048096192384769
0.7793149879992847,-0.032456798691455326,9.787779104916577,0.034900424383326946,-0.017861120781230894,0.037163410003771054,0.250501002004008
1.0135294472667482,0.024793742776736002,9.82146995743479,-0.059873109701849433,0.020629307382032423,0.02544090388657583,0.2605210420841683
